abmient_temperature_c,vibration,pressure_bar,cooling_temp_c,speed_kmph,stress,strain,torque,angular_momentum,force_n
44,-1.373042551,0.386166377,0.028169873,0.76896774,-0.77723356,-0.982768323,2.008749478,-0.689237458,-1.843368814
51,-1.067742011,0.100867063,1.9783727,0.606497669,-1.328378381,0.910848926,0.638930723,-2.206918682,-0.247131632
36,1.761266127,-0.935127209,-0.087328187,-0.012613142,-1.401197199,0.660413531,-0.314665589,-0.432789599,0.861664442
58,0.754095664,0.38182401,-0.553964741,0.322427723,0.462692876,-0.128932443,-0.053150691,-0.677479821,0.636729835
41,-0.625027391,0.398296086,-3.006498715,1.607508343,2.381686406,1.82801237,-0.108130863,0.166254818,0.653923615
67,-0.390392694,-1.255774882,-0.047165868,-1.802410108,-1.208985823,0.675960974,-0.894236854,-0.137444419,0.554404471
38,0.112557531,1.222877447,0.831877785,-1.255067896,-0.418867445,-0.351955527,-0.272002334,-0.776628867,-0.317753446
53,-0.655545029,-2.086510029,0.006861199,-0.013033759,-0.785321419,1.621526149,1.174416158,0.402379681,-0.764332861
70,0.067516857,-0.590757153,1.124221734,0.700357337,-2.164551422,-1.088265785,-0.515211102,-1.838461452,0.590079763
53,0.777604138,0.971970294,2.294881166,-0.215273235,1.14458119,-2.527136403,-1.505209108,-0.733776942,0.791312537
55,-0.035742734,-1.193257833,-0.173350208,0.903088455,-0.950501796,-0.357133052,-1.39726248,-2.010480007,0.757733792
42,0.336015743,0.35026592,1.23125356,-3.007437204,0.764123215,0.947976564,-0.051160282,-0.868922497,0.778589987
36,0.886491539,-1.296360388,-1.585852575,-2.330467258,1.31948977,0.436882029,-0.041239333,-0.049526529,-1.044039651
45,-0.272131756,-0.093024144,1.031319104,-0.567803288,-0.120324675,-0.271728524,-0.235441365,-1.34423287,-0.663366022
48,0.284790599,-2.313773113,0.06349048,2.667322089,-1.054309546,0.69936638,-1.275676938,0.060233878,1.501299783
56,-0.309377593,-0.842571702,-0.221390498,-6.84E-05,-2.758927524,-0.778022153,0.17745019,-1.768834596,-0.00916277
58,-0.02852887,-1.542921447,-0.16339892,-2.241448968,0.659755418,-1.186368728,-0.19884866,-0.8403045,0.756021176
60,-0.324730265,-0.401763742,-0.156303468,-0.360029733,2.143405511,-0.558370487,0.869819567,-1.011530269,0.897553773
42,-0.528869854,-0.415231396,-0.308802909,0.617493882,-0.450876939,-0.735976592,0.415062341,1.903530398,-0.973617954
40,0.173711853,-0.673664171,0.19867297,0.962222381,0.465107465,-1.025190134,-1.186789416,-1.284397748,-0.227693504
45,0.566545316,0.797913197,-0.174292134,0.470548911,-0.387744016,-0.163890421,-1.266620664,-0.489889244,0.997393951
69,0.146304446,-0.886879604,-1.155792479,-0.235804205,-0.606735568,1.251045527,1.586552208,0.75817218,-0.333458502
59,0.498726958,0.634386673,0.417053889,0.678789294,1.536558888,-0.31725428,0.061098674,1.147215774,-0.808831271
61,-0.73793178,1.62927577,-0.607867948,1.153618032,0.171156897,-0.920941317,-0.177094808,-1.368854965,-0.351730039
58,-1.203735192,0.13906415,1.047986615,-0.554732806,0.013563219,-0.537823773,-0.585432005,0.608080864,2.348860833
66,0.417043503,-0.857670205,-0.033826967,-0.123600761,0.128521828,-0.224357035,-0.438534789,-0.53009481,0.685437168
48,0.687881391,-1.249338515,0.127023953,-0.136097706,0.123785102,0.557343484,0.017596208,-0.60945488,0.306418381
67,0.049857267,-0.7097851,-2.049231913,-1.705542406,-1.612686577,0.778837277,1.331462493,1.06241246,-0.439170466
55,1.34803578,0.704642721,-1.256680128,-1.257096424,-0.169906262,1.766565608,1.584075496,-0.040149818,2.629678794
62,0.907698798,0.155590735,0.939614394,-2.318624988,1.718791135,-0.564811786,-0.323663761,-0.276421068,0.238497308
44,2.680570841,0.936795216,-0.733816726,0.084337925,0.795276066,0.507356887,2.341121656,1.577559348,-0.932363023
53,-0.200808514,0.770330879,-0.532437659,-0.297673252,-0.56218619,-0.187758445,-0.61355701,0.26368204,-0.140194613
49,-0.998848796,0.140810652,-0.277939967,-0.339032876,0.193950273,-1.003090245,0.924923721,1.267041172,-0.87200869
62,-0.740136791,0.473488262,1.363742593,-0.034403749,1.260307602,0.002016816,-0.22378146,1.184748103,0.707770818
57,-0.565497806,1.855246209,0.374137998,0.519269189,0.332623147,-2.209063768,0.891120878,0.600480812,-0.313698924
39,0.476031383,1.415656226,1.310264603,-0.672583098,2.495994562,-0.391971123,0.145156039,0.662760578,-0.093261602
55,-2.158068564,-0.302746017,-0.267747798,1.173611226,0.334872499,-0.089293488,0.244815304,-0.963121394,0.64602734
44,1.318551018,0.989679442,0.213176264,-1.592229488,0.244085131,-0.276807544,0.377612663,-0.065183569,-0.456958199
42,-0.239296591,0.585850806,-1.203243455,-0.013649201,-1.081474542,-0.738292193,2.029699029,0.396536887,1.722247318
38,-0.246793558,1.136388078,1.178031235,-0.09834549,-1.671210588,0.47816869,0.632407655,1.224729781,0.248672195
55,-1.079343166,0.671616572,0.108648204,0.849877075,1.029451505,-0.527123077,0.358943215,-1.596661745,-0.594781877
64,-0.114225551,-0.974167435,0.044129099,-0.49498571,-0.3955523,-0.856516312,0.449687574,-0.916152082,-0.572445626
40,0.013239768,-1.619684565,0.338315539,1.068730858,-0.764781972,-0.011488624,-0.305845638,2.056893854,-1.292801151
62,-0.121944928,0.572627017,1.446792074,-0.233866411,0.564001509,-0.340968091,1.109408535,0.180419714,0.351856699
68,0.339059256,1.902618198,-0.214495106,-0.101805107,-0.613929308,0.922036951,0.487280526,-0.066709249,-0.27684431
64,-0.589632042,-0.775664108,1.663038958,-0.149077163,0.705636613,0.454823924,-0.303850814,-0.02835398,0.17448769
62,-0.89581576,-0.188089738,-0.851522584,0.698096242,0.241072326,1.110510376,-1.457317217,0.484804751,0.771581354
61,0.54832813,-1.035747726,0.422184608,0.853148164,-0.625264548,-0.85404589,-0.920523672,0.817301241,-0.315522252
41,0.098667454,1.177829505,2.009218561,-0.604740796,0.257595971,-0.534238085,0.682665146,0.895305758,-0.60120013
70,0.197181055,-2.305166855,-0.489814731,-1.408890962,-1.476499899,-0.158723587,-0.35547292,-0.762516267,-0.077892176
64,1.059027254,-2.263660301,0.245255853,-0.981101616,0.439630518,0.378657642,0.39273891,1.437594358,0.654752584
40,-1.022564391,0.37501992,0.877505063,0.165183068,-0.513410462,1.622563851,-0.381076263,1.197436012,-1.526880313
58,-0.855240457,-0.082343647,-0.137899699,-0.016645856,-0.036906521,-2.405511876,-1.706382138,-0.664878335,-0.869888237
49,1.257219651,-0.479623015,-1.500353276,0.140932671,1.23406455,-0.966727151,-0.160255463,0.491133144,-0.216581095
42,-1.482883358,-0.301094787,-1.055959359,-0.72517213,0.031093932,0.705770778,-1.616970624,0.436178726,1.148402086
52,-1.309412146,0.536987914,0.580932589,0.795740815,-0.654621038,0.216877136,0.6162633,2.483625478,0.604364993
66,0.817861831,-0.413803989,0.89151532,-0.176438541,0.986429117,-1.85390669,2.406586589,1.250874995,-0.742039582
49,0.238200192,-1.096924972,0.784555334,-1.63343453,-0.0455574,-1.312089175,0.315202414,-0.865224722,-0.04465737
54,0.105232137,-0.927362928,1.146432014,0.15534978,1.203282109,-1.165320435,1.260789582,-1.152382878,-1.38370075
52,-0.091659408,0.888338862,0.071985195,0.547425998,-0.745862329,-0.537445506,0.331003284,-2.531764673,0.597310288
55,0.031267547,-0.524741955,0.208233171,0.143760311,-0.297845612,-0.495144427,-1.300221032,0.676801132,-1.201723238
66,-0.092112115,-1.385277584,-1.518868659,0.130220979,-0.982235303,0.610609272,0.552773551,-0.823549434,-0.469255903
52,1.355442703,0.102178327,0.317328954,0.227171951,-1.321825235,1.465069925,-0.764560164,-0.001654861,1.099696223
69,-0.398148129,0.504994722,0.612680785,-1.053729128,0.163356819,0.283345353,-1.603076108,-0.292658034,0.484381634
61,-0.161373536,1.328960748,-0.583211295,1.531753024,-0.624967237,0.003410025,0.282604442,-1.713335648,0.392492961
66,1.794448805,0.217903387,0.644001699,-0.326493584,-0.741712414,-0.460160503,0.188425597,0.277512869,0.517737804
43,0.027509702,-0.659711247,-1.815888845,1.46684517,0.13622278,-0.707745397,-1.105254611,-0.468412072,2.131727945
50,2.23201639,0.474007867,0.751099598,-0.554128868,-1.059449427,-0.161989148,-0.025625211,-1.021237392,1.77975393
41,-0.104979701,0.72717487,0.300284324,0.966675373,-0.080973939,-0.371073467,-1.46177025,0.31110777,1.802321094
48,1.367414982,-0.038905307,2.110608534,0.240179649,-0.524548182,1.219107066,2.306931175,-0.5543714,0.540273478
58,-1.655344038,-0.044599393,1.413085537,0.100314434,1.838265848,1.480641854,0.101410805,-0.527705079,1.649248136
40,0.153644461,0.260132905,1.506980359,-0.938791457,-0.836071525,-1.086870776,-0.588780445,0.093434023,-1.199828285
47,-1.584473563,-0.069856498,0.817397096,1.205818556,-1.359157886,-2.064870677,-0.048228929,0.05536379,-1.138382397
58,0.844454307,0.250113907,0.646615614,0.418972011,-0.553493173,-0.912427574,0.760492696,0.183960077,-1.354422105
48,-1.212867816,-1.021913324,-1.181631315,-0.09025007,0.15473657,-1.989286425,0.71260616,1.074435569,1.051127741
46,0.283769554,-1.15043777,-0.3350913,1.207374987,-0.877861275,0.895146323,-1.128883305,-0.808890268,-0.366388733
56,-0.282195877,-0.83611138,1.826728471,0.088580197,-0.554523138,0.810966158,0.388762297,0.017708959,-0.06661345
60,-1.158203185,0.642210943,-1.456164449,2.209805589,-1.275889165,0.796371042,-0.217582845,-1.055375424,-1.712601826
58,-1.619359983,0.258797567,-0.450281835,1.01667712,-0.847275598,0.762637301,1.492403242,0.053725529,-0.156314774
37,-0.511040464,1.040238964,-1.419234081,-0.330709076,0.339490141,0.669902846,-0.120388923,0.892004733,-1.685129413
43,1.740629446,-0.186690922,1.450951814,1.358381888,0.886783939,1.309994176,-0.400850739,-0.143683008,-1.660218803
48,-0.293485055,-1.143641396,-0.565781329,0.060856385,0.397000811,0.177927353,-0.49988653,0.542886484,-1.335558877
65,0.917221542,1.144553535,1.544534366,2.00589144,0.962959643,0.398010328,-0.909268095,2.615180689,-0.216477326
61,-0.057042868,-0.018767056,-0.413762494,0.081658363,-0.0797269,-0.222362998,-1.434845273,0.908922105,1.35887121
36,0.876726774,1.283455036,-0.50413208,-0.079209366,0.644842796,0.742029289,-1.246406232,-0.670107443,-0.774971045
62,-1.826911378,0.597946491,1.278529189,0.0939683,0.404671851,-2.405760676,0.490583254,0.146298984,-0.597174677
53,-0.403188307,2.188618679,0.938831726,0.399506683,-0.021282993,0.742539854,-0.458487745,-0.417750087,-1.513431916
48,0.949405524,-0.219772986,-2.716280309,1.54931126,-2.43813256,0.773981168,-1.762442226,-0.307174561,0.615971851
41,-0.163254949,0.900723905,0.45114079,0.292856921,-0.165710545,1.80701017,-1.284875677,0.270318175,-1.02404875
63,-0.086455283,0.891364106,0.600166878,-0.106714925,0.922355087,-1.384666128,0.186923453,0.006145462,0.439978755
55,-0.430461912,-0.555126345,0.209806931,-0.493460021,-0.805489146,0.188001462,1.66806235,-0.041412512,-0.293818473
36,1.149379383,-0.172482317,-0.657658004,0.785681296,1.81765869,-0.190951343,1.485733541,1.252047839,1.382400361
46,0.297514354,-1.461738342,0.028408445,-0.554345131,0.826579468,-1.517403791,-1.309282046,-0.585337234,0.906339908
37,0.044022276,-1.548796137,-0.398061481,-1.168830322,1.518517692,1.2443371,-0.40013759,0.01836744,1.743977729
67,0.643054545,0.126568802,0.211323028,-0.94224644,1.76345327,0.442482201,-0.690261593,-0.388251673,-0.802325492
46,0.588224929,0.793007071,-0.202394263,-0.464927604,-2.100679593,0.748481842,-0.285184224,1.101613704,0.786809263
38,0.212587046,0.638024033,-0.621928158,-0.124434371,0.957312404,-1.835957378,0.561169799,1.887422351,0.000458095
43,1.547031497,0.340024598,0.163770446,1.05317207,0.247875268,-1.096153623,-0.222448484,-0.650036585,0.444697218
63,-0.060287534,0.863017153,0.80243891,-0.577243552,1.182571834,-0.520115979,0.102590328,1.451055946,1.373697069
38,0.278081048,-0.589697796,0.289005892,1.197128452,0.97851934,-0.477372046,-1.363247046,0.200621764,-0.331980866
51,-0.642952553,-0.272532748,-0.55364239,-1.637706287,-0.573164428,-2.121389438,-0.550503163,0.107525154,1.690384969
37,0.150115227,0.737521513,0.33625402,2.634602801,-0.984446066,-0.791553535,0.941857029,0.411004526,-0.811449921
43,1.587761524,0.433118729,1.069792392,-1.586423925,-0.994186353,-0.168771348,0.416712651,0.220127019,1.707023341
42,-0.643257602,-0.210188814,1.595404169,0.198087038,0.169308098,-0.389911917,1.55880515,-0.955843363,0.359549678
60,-1.133592826,1.320794386,1.207552584,-0.217580017,-0.931714277,0.289597894,-0.462427989,-0.072910753,-0.116606761
55,0.996759643,-1.292001251,0.537380193,-0.785314722,-0.954363161,-0.351121528,-0.352054844,-0.220055388,0.646396933
51,-0.148766152,-0.518678687,-1.009124031,0.676408685,-0.612606524,-1.348781321,0.692372643,-0.195587977,2.551539916
55,0.096004205,-0.283397774,-1.365552727,1.057214164,0.326475683,-0.093023946,-1.34595918,-0.388832812,-0.907656192
69,-0.045113304,0.81653488,-0.202381214,-0.17218611,-0.801569495,0.369657207,-1.396778104,-0.149226635,-0.177782403
56,0.079121724,0.002385198,-1.409184782,1.209384912,1.048546357,-0.392785651,-1.252306932,0.206490846,-2.195762015
67,0.850530684,-1.261491747,-0.784784729,0.064057692,-0.781578522,0.151255583,1.192994936,-0.490721416,-1.998163515
37,-0.839124191,0.51400418,-0.170122305,-1.063779967,1.367483459,2.944984314,-0.857846354,1.338052432,0.433458762
65,-1.011774084,1.087546315,-0.484210422,-0.079187506,-1.021425997,1.628817924,0.245980409,1.033348729,-0.751986522
40,0.084968137,0.739304533,-0.327918056,-0.527496066,-0.200914089,-0.346418571,1.184893622,-0.392443474,-1.01046137
46,-1.606439689,0.619154922,-1.328004627,0.460214772,0.102552106,-1.018766114,-1.667617137,0.276188255,-0.752841232
69,-1.373053536,-1.874313497,0.23146676,-0.399166892,-0.963609384,0.134662023,0.321902382,-0.050001402,-0.258864148
64,1.866683148,-0.899886477,0.996508051,-0.074183195,-0.734632632,-0.140705551,0.142588442,0.278343677,-1.237197867
43,0.75746833,0.482080609,-0.548137468,-1.085357442,0.2468835,-0.260976976,0.887802655,-0.220884525,-0.069889169
52,-0.010056472,-0.054888185,0.725755344,1.069356468,-0.466161599,0.817048765,1.384391609,0.407609135,0.221248835
38,1.238006936,0.522557602,2.662726714,-0.355628423,-0.567265139,0.073753852,-2.063530635,-1.686838286,0.412814322
65,-1.04059923,-1.266342677,-0.09181103,-1.069477111,-0.416772092,0.598213007,0.418131141,-1.132299495,0.544836731
54,-0.315603123,-0.061494764,0.651210008,2.631474302,0.182802221,0.1496603,-1.678002304,-0.449198772,-0.355942086
64,0.623453609,-1.389781019,0.19677009,-1.412974374,-0.839417359,2.72008521,2.865601646,-1.628559817,0.198995611
53,0.890671681,-1.953678563,0.969623729,0.507430306,1.663421148,-1.613783898,-0.675514951,-0.07475138,-0.701385193
63,0.512916847,0.295779089,-1.718649877,-2.163665561,-1.8836456,1.523005486,-1.213974645,-0.990017203,-0.67751574
51,-2.541238808,0.842588796,-1.056956768,0.30852275,0.039070507,-2.38501623,-1.723543558,-0.502110378,-0.467437819
45,-0.968082118,0.245616428,0.143463928,0.18811352,-0.148784845,0.91671091,-0.011559041,-0.016900357,1.017581496
36,0.477068092,-0.03299648,0.886962566,-0.252377969,-0.356175569,-1.084698648,-1.283445857,0.661744788,-0.942319176
36,-0.355951493,-1.562014342,0.130524026,-1.36354401,-1.401371994,0.183542845,0.660915171,0.521937317,-1.464492549
45,2.540231621,1.006107067,-1.664573251,-0.858530945,0.619890721,1.84879949,-0.115704047,0.071091983,1.011921063
55,0.926558301,-0.044044897,-0.823613276,-0.806560775,-1.671563833,0.39894712,0.300710713,-0.103331836,-0.537906285
55,0.558081881,1.959562005,-0.794706118,-1.174123629,0.522012119,0.891963317,-0.96186739,-0.124183194,2.379046412
55,-1.116949554,0.942314308,0.388991945,-0.948045844,-0.102740291,1.231500678,0.678842097,0.505072311,-0.776623041
41,-0.03529674,-2.005125427,-0.76203896,1.435125891,-0.538994239,-0.023414132,0.410664789,1.746532397,-0.248673882
55,0.241203964,0.75504968,-0.680807105,0.391209012,-1.27838583,-0.748202352,0.769163083,-0.938475542,-1.735268816
63,1.12778363,-1.396535238,1.084747577,1.33082765,-0.721320324,0.148795268,-1.860349196,-0.205018206,-0.049025552
49,0.881131097,-0.75949549,1.335316277,-0.988842104,-2.351311158,0.438148157,-0.260268315,-1.440846651,0.382293404
69,1.032989195,-0.250756677,-0.413274805,-0.431303238,0.617172802,0.383654198,-0.655481014,2.065995793,0.736216381
40,-0.923912016,-0.09406245,0.424902672,-1.737049554,0.138094412,1.549135564,0.815129076,-1.217645895,0.776332046
37,1.412151698,0.397565216,-1.881483799,-1.190455732,0.512541485,-0.726583513,-1.104477356,1.04369114,-0.152794601
63,-1.380430752,-1.022855041,0.198327059,-0.291113148,-1.201119875,0.975195864,-0.025844478,-1.636799919,1.248564543
42,-0.535914562,-1.150692004,1.18997805,-0.420606353,-0.59641499,-1.284787505,-0.684694739,-0.831172804,0.223997535
37,0.430771135,0.600605202,0.526781705,1.777353776,0.595135283,2.1041854,0.743028844,0.0383931,0.61503954
35,-0.149891592,-0.013250268,0.101060844,0.108046573,0.233906967,0.227257064,0.092773526,-1.432773111,0.129563837
55,-1.006036858,0.174373049,-0.388642973,-0.265099884,1.100631415,-1.1291663,-1.810832789,1.650221359,0.096083104
36,-0.821549826,-2.193683352,-0.646792016,0.459462592,0.424735816,-0.281331967,1.464235468,-0.095706711,-0.142110444
43,-1.548254323,-0.177137383,-0.179082405,0.026878553,0.337242947,-0.7394167,2.109736963,2.222868726,0.613335844
39,0.531974639,-0.890729183,-1.551441138,-1.085703537,0.13893647,-2.584321106,0.511302493,0.30768255,0.83565376
57,1.260568845,-0.920626373,1.610458978,-0.626887744,1.405943713,-1.176647633,0.92147034,-1.724322222,0.774219756
39,-0.100393503,0.921934804,0.56421064,1.398956883,-0.47835342,0.97120144,-0.796111627,-1.695198939,0.176224981
41,-0.400348815,-1.095671229,-0.102437034,1.303787701,-0.644918638,-1.240022251,0.155784288,0.278302674,0.170370412
55,-1.472322928,-1.092896606,-0.619804775,0.257235318,0.013150034,0.678571174,1.626490533,0.938301211,-0.325765254
65,0.913201924,-0.331010603,-0.07033962,1.019485232,-0.037475997,0.78060167,1.683974664,-0.874102949,0.547119084
54,2.211304333,0.450288831,0.797794942,1.642809234,-0.243614141,0.931010162,-0.101777726,-1.146208157,-1.545982211
42,-1.797455804,-0.88401473,1.011447891,-0.441725712,0.879404417,0.230802843,-0.027000267,-0.645769167,-1.510463389
39,-1.063432938,1.234144036,-0.90369093,0.18431484,0.387263476,-0.952186809,-0.556097394,-0.820873109,-0.340469803
47,-0.679593043,1.449847525,-0.97352876,0.221090903,-0.504254973,-1.056937911,-0.33494198,1.143629263,1.101983953
61,-0.56431791,-0.881447066,2.078229963,-0.826813532,2.15770143,0.010104483,0.43056447,1.412579418,0.825286301
48,0.22734595,-0.245081756,1.136592858,0.446431628,-0.569285669,1.290811098,-0.3148517,0.28041958,-0.227715399
41,1.614249547,-0.778675473,0.708519941,-1.143678019,0.588986383,0.843435169,0.532333295,-1.682250183,-0.430120709
58,1.008597287,-1.685382105,-0.138646244,0.102259985,-0.851909964,-1.031412871,0.480863584,-0.424236014,-0.068887762
54,0.527597383,0.30301105,0.924020338,-0.268913892,-0.540621007,-1.381719946,0.636670066,0.660532355,0.800232012
46,-0.723928704,0.733594868,-1.273233176,0.429547117,-0.351258447,-0.057071793,1.190873146,-0.03313862,1.429223579
62,-1.119628234,2.011864263,1.531768422,-1.354861213,1.859205791,0.409802748,1.218377362,-0.038437495,0.434542288
35,-0.796775306,-0.897409504,-0.035772225,-0.521099475,0.107127847,0.72285238,-0.087177085,-0.811656732,-1.442071399
35,1.548066801,1.336235091,0.790861502,1.883164147,0.188121496,-0.161941624,0.133170626,0.174183114,0.160687538
69,-0.061743301,1.342353691,0.646217775,-0.134846051,-1.43877735,-0.112795488,0.053264173,1.477837321,0.323576216
54,-0.446836254,0.19785331,-0.131570911,0.068144158,0.227847906,-1.360537702,-1.294479514,-0.21928854,0.141138236
55,-0.18375573,0.60216349,-0.175366355,-0.669571385,-1.03017184,1.695984563,-0.627095724,-0.561451199,0.135765351
36,0.82461822,0.873273048,1.221583141,0.045370927,-0.67619622,-0.101915229,1.033208645,-0.882525077,-0.422293389
62,-1.312849675,1.974099948,1.026497405,0.379771387,0.443995577,1.085745687,0.841158505,-1.234251199,-1.084738986
62,1.414874136,0.477808563,-1.77223112,-0.475563982,-0.471159119,-0.193062341,-1.118821126,1.135391917,1.802309791
45,0.156476257,-0.060137886,-1.692405737,-0.2494963,1.51343987,0.513035857,0.910635368,0.853688982,-1.366707262
58,-0.216343978,-0.866168799,-0.94622062,-0.166459727,1.292071087,0.202666789,2.463494044,0.661952164,1.577891378
36,0.442846114,0.305320755,-0.893545398,0.295737439,0.185050654,0.781860156,1.305476417,0.19404278,-0.01318764
63,0.218397073,1.024164933,-1.118525873,1.130517335,0.072434964,-0.595597493,-0.507849104,1.251985327,0.319068537
63,-0.344196456,0.244610361,0.272110643,-0.669325699,-0.180964427,0.193907256,0.640165457,1.454035382,0.845027363
50,-0.252710672,-0.779923249,-0.463704447,0.805980661,0.323814104,-0.246118077,-2.094902684,-1.487691148,1.164196169
47,-0.868862547,0.089076202,1.206124622,0.804605724,0.47004438,-0.29529111,-1.535900443,-0.528627739,-0.716237248
45,0.656390751,-0.129153482,1.452877766,0.254832345,-0.254326211,1.102492149,-2.132939569,-0.561362001,0.393880896
63,-0.531993809,0.264738758,-0.028683237,1.081651753,-1.164221344,0.441910742,-1.221418933,0.459419348,-0.321954083
35,-0.956258422,-1.661848367,1.683457949,0.099068363,0.25672944,-1.178516704,-0.051093734,0.461485047,-1.723983181
69,0.165863523,0.550788614,0.02421431,0.107816287,0.176871482,-0.134037084,-0.626953769,-0.841555797,-1.185039112
37,1.329141283,0.595423157,-0.434790647,-0.173552449,-0.674122178,-0.375851753,0.908537677,-2.404756507,-0.267407565
59,-0.048344624,0.444853438,0.064785739,-0.270363792,-0.054402581,0.116555491,-1.770138829,-1.494455139,1.180410378
43,-0.608101257,-0.003762817,0.944860002,-0.210498149,-0.816759307,-1.13698339,0.127112361,-2.204728542,-0.973241026
43,0.403896021,-1.805936263,-1.614460973,-1.860821174,0.602663029,0.972295065,0.202535781,-0.710469936,0.15303477
69,1.936712462,-0.019322792,-0.208599322,0.600273655,0.15716736,0.169950877,0.219386732,-0.686504134,-0.513161339
57,-1.451905529,1.060714999,0.29740566,-0.322256403,0.184835913,-1.149762146,-0.141952755,0.48718557,0.581802162
60,0.382202788,-0.860128876,0.363084665,-1.468865877,0.724623824,-0.557764738,0.471258723,0.9703327,-0.179651981
57,0.205086625,-1.989269466,-0.368436343,0.970321987,2.191634137,2.432555795,-1.121632017,0.01916508,-0.384280569
35,1.161533804,-1.540557972,0.488785743,-0.975542238,0.039529242,2.030063492,0.234890105,0.030557434,0.468706838
61,0.990909174,0.314025692,0.292121618,0.859492136,0.588530016,0.317218045,0.266071342,2.126039171,-0.308035695
62,-0.186709112,0.372876009,-0.591908113,-0.741555972,1.086236517,1.042054964,0.122121309,0.38254038,0.646046107
39,-1.684517255,0.886293195,2.181598629,0.958887589,-0.093345154,1.39700271,-0.033958848,0.101776336,-1.988121884
39,0.806563768,-0.055258996,0.439550206,1.898921023,0.897422543,-1.386031736,-0.411912337,1.243769651,-1.734178644
70,-0.83519269,-1.500328376,-0.33118335,-1.59506264,1.254604909,0.675649329,0.239608,0.084187593,0.040568493
37,-0.946740411,-0.818504141,-0.571719033,-0.254962208,0.012417097,-0.20880225,0.445039356,0.026024638,-1.255755337
56,1.148350581,0.818839373,1.029408918,0.956808554,2.841767345,0.041612328,0.145613792,-0.39630618,1.195975214
61,-0.910850378,0.140495907,0.102059791,0.27968907,-1.747250016,-0.364792577,0.178376573,0.207116135,-0.280714885
44,1.40284474,0.649829635,2.548112698,0.281696513,-0.772710723,-1.38266225,-0.879562725,-0.48825994,-1.105458413
44,0.335844721,0.434788805,-0.435924123,0.915603438,-1.164875349,0.032714205,0.082917846,-0.116854428,-0.999421342
65,0.3191184,-0.204960552,-1.242606938,-0.788860257,1.148886684,-1.730044902,0.222070929,-0.928661725,1.373190676
59,0.307264781,-0.174006838,-0.027698459,-1.283046959,0.278406528,-0.612036536,-0.259860378,1.106126051,0.524882852
36,-1.638423626,1.85710227,0.175067459,-0.713809818,-0.748827928,1.165867087,1.297092392,-0.245418181,1.186696476
40,-1.776388616,0.414674267,-2.118450635,1.333552162,0.798761617,0.78487822,-1.650745675,-0.063544602,-0.861335595
43,0.215553054,-0.12858755,-0.309168514,-0.763906451,-0.291600143,-0.533384348,0.611509702,-1.329065739,-0.254606881
40,0.568007359,0.455419991,-0.368415441,-1.5349581,2.630056824,1.370192613,-0.32531507,-0.262804598,-0.479960549
36,0.082611032,0.22290582,-0.368763536,1.156781001,-0.504094703,-0.6063992,0.111703106,1.48404238,-1.896969597
50,-0.821534517,-2.157356373,-0.630225748,-0.512181411,1.089087306,-0.908673687,0.747926941,0.585284312,0.203682325
53,0.018922104,0.650084514,-1.343192543,-0.449008759,-1.007032034,2.28488533,0.457174595,-0.679244387,0.027381737
51,-0.082034153,1.820939274,0.758038051,-1.393872356,0.538998604,0.688305826,0.100761782,-0.408286278,-1.916928814
66,-0.957158098,-0.780279868,-0.583840844,0.530388736,-0.449902107,0.662396734,1.438353628,-0.342530651,-0.990814386
64,1.013972154,1.454035749,-1.023701452,0.567966023,-1.300629967,0.888896446,-1.40018895,-0.531059822,0.178345462
62,-1.730276062,-0.256869697,-0.759934268,-0.550455856,-2.050023879,0.544373855,-1.954720392,-0.252579516,0.499532888
54,0.588742407,0.293471398,-0.47232324,-1.193732452,-0.285237034,-0.726520722,-0.758856554,1.23937857,-0.363569789
46,0.384323405,1.070360017,0.108647125,-1.892100018,0.981870636,-0.686946795,0.119426229,-0.616165722,-0.045024689
50,1.009711855,-0.720001431,0.668338986,0.568058293,0.039205877,0.335909364,0.736410135,-0.874387449,1.670172662
69,-1.005311872,1.242493913,-0.953179498,2.596495281,-1.41615874,0.488495344,-0.665871503,-1.141881935,-0.101324832
53,0.101407147,-1.214217281,-0.479297398,0.404322911,1.410621544,0.921520643,-0.05211112,-0.578862881,1.043542672
53,2.171164949,-0.875154749,-1.345507728,0.608321933,0.42475487,-0.1096335,0.142014841,2.353774322,-0.869696554
67,0.662074289,-0.593520317,-3.392299993,0.146561218,0.782227505,1.847967085,-1.200823808,1.339159807,-1.163208661
45,0.100581209,0.662005366,0.155793931,0.349576604,0.44711319,-1.325153518,-0.014128791,0.708635799,0.183167109
70,0.539161274,-0.340874411,1.520003518,-0.233016457,2.536914198,1.930135976,0.172281778,1.013331299,0.645732888
69,0.086176842,-1.51997446,0.522083253,0.294188644,0.180523993,1.403290113,1.018502458,-0.640296498,0.200663957
64,2.190898013,-0.216532872,-0.507059956,-0.80100685,-0.80061539,0.326909536,0.362555304,-0.475222371,1.576416327
70,0.983636196,-0.784221383,0.096479143,-1.240693282,1.07981962,0.306912103,-0.219281094,1.248338292,1.4348359
51,-0.085614954,0.731293621,-1.174820101,0.111238658,-2.182867358,-0.245136756,0.685341186,-0.041222697,0.486758259
41,0.252331431,-0.343235054,-0.122292358,0.098162243,0.288310152,-0.816981274,1.010965781,-0.349425471,0.099803535
40,-0.390797996,0.070774076,-0.427709253,-1.174422442,-0.378736447,-0.44969331,0.07203897,1.286947108,0.212223484
