Car Model,MPG,Engine Displacement,Horsepower,Weight,Acceleration,Number of Cylinders,Origin,Curb Weight,Combined Power,Weight Difference,Fuel Efficiency per Weight,Weight per Cylinder,Acceleration Power,Log Weight,Engine Power Squared
Honda,22.03854268,4.889551722,244.6160751,3283.741753,16.97743945,4,Germany,3717.934135,249.50562682199998,-434.1923820000002,0.006711411657102988,820.93543825,4152.9546035069025,8.096738829538658,23.90771604211317
Toyota,38.32688355,1.749576274,313.9197865,3009.011335,12.86056505,4,USA,2625.196639,315.669362774,383.81469600000037,0.01273736762111599,752.25283375,4037.1858347653615,8.009366843655187,3.0610171385437233
Mercedes,12.69402406,2.8411162,498.4897972,4136.88164,13.58149725,4,Germany,2905.83656,501.3309134,1231.0450799999994,0.0030685006641862737,1034.22041,6770.237809824857,8.327697555948195,8.07194126190244
BMW,33.28681841,1.768066151,289.813425,5295.207,17.79520338,6,Japan,3732.928925,291.581491151,1562.2780750000002,0.006286216650265041,882.5345000000001,5157.288840129377,8.574557350755796,3.126057914311955
Toyota,23.83532228,5.401372534,426.4227028,2412.587044,17.0889223,8,Japan,3620.738833,431.82407533400004,-1208.151789,0.009879569874702518,301.5733805,7287.104435105193,7.788454912976766,29.174825251049583
Chevrolet,34.83662071,4.767895629,272.826914,5772.082839,6.983172842,8,Japan,3251.870132,277.594809629,2520.2127069999997,0.006035363954692543,721.510354875,1905.1974964114695,8.660788271661875,22.732828729037305
Honda,11.82968135,4.910189685,418.556289,5180.291525,15.70871876,4,Germany,3509.189161,423.46647868499997,1671.1023639999999,0.002283593750064095,1295.07288125,6574.9830291302815,8.552616612627457,24.1099627426804
Audi,44.86147225,5.251860926,338.1659206,2725.001022,11.53154193,4,USA,2778.361037,343.417781526,-53.3600150000002,0.01646291942198031,681.2502555,3899.5744926959505,7.910224082143146,27.582043186045578
Chevrolet,48.93955877,1.840413944,454.6381766,4848.031845,9.419733546,6,Germany,3501.645434,456.478590544,1346.3864110000004,0.010094727166545664,808.0053075000001,4282.570483411292,8.486328096415695,3.387123485269635
Audi,48.75511421,3.04239037,264.3770209,3539.834891,5.750282314,4,Japan,2511.964251,267.41941127,1027.87064,0.013773273531474438,884.95872275,1520.2425075092783,8.171835364079644,9.256139163468738
Toyota,39.98607327,1.784139556,341.7217679,3609.178712,12.30874341,8,Japan,3749.823801,343.505907456,-140.6450890000001,0.011078995101309908,451.147339,4206.1655586926745,8.191235521842948,3.183153955283877
Honda,15.20344961,2.343172406,352.0074722,5133.16037,10.33155021,4,USA,3274.431412,354.350644606,1858.7289579999997,0.0029618107587002975,1283.2900925,3636.782873329479,8.543476805010107,5.490456924239829
Nissan,40.33052784,2.417463108,266.9531767,5851.139232,8.772695595,8,Germany,3915.817677,269.37063980799996,1935.3215550000004,0.006892765022481694,731.392404,2341.8989573073463,8.67439166177925,5.844127878541021
Honda,10.98347666,3.376428844,157.7248175,2506.623491,15.42007594,4,Japan,3217.246401,161.101246344,-710.62291,0.00438178158763613,626.65587275,2432.128663472641,7.826691903792328,11.400271738595176
Honda,10.88494206,2.57424867,137.4237628,3682.520948,16.54228081,4,Germany,3149.630923,139.99801147,532.8900249999997,0.002955839821063796,920.630237,2273.3024742044317,8.211352836847421,6.626756214996768
Audi,22.94440877,1.903912427,106.6686202,3923.766432,8.671842785,8,Germany,3175.079219,108.572532627,748.6872129999997,0.005847547036153451,490.470804,925.0135044672754,8.274807295977913,3.6248825296850304
Nissan,29.54572762,2.169964356,449.4137057,3505.247268,5.74171155,6,USA,3039.59293,451.58367005599996,465.6543380000003,0.008428999542978889,584.207878,2580.4038647459906,8.162016344198612,4.708745306310495
Ford,40.81629671,2.089102254,194.5899649,3452.756495,17.73129051,6,USA,2750.012626,196.67906715400002,702.7438689999999,0.011821365557955456,575.4594158333333,3450.3311979726036,8.14692817506553,4.3643482276678816
Ford,37.33181506,5.392307192,184.6026997,2209.07467,5.149396118,4,Japan,3763.09409,189.995006892,-1554.01942,0.016899299768803198,552.2686675,950.5924252074998,7.700329005474444,29.07697685289492
Ford,27.83610826,4.537170028,394.4141602,4742.154482,19.05668741,4,USA,3083.628112,398.951330228,1658.52637,0.005869928608538316,1185.5386205,7516.227361009063,8.464246843488224,20.585911862981522
Toyota,20.94506665,5.371045861,228.0064452,3744.857668,14.41429811,8,Germany,3293.662642,233.377491061,451.1950260000003,0.00559302075189043,468.1072085,3286.5528721141786,8.228138889354579,28.84813364096523
Honda,49.88498001,3.258961946,302.417877,2779.175211,9.827699528,8,USA,2529.830375,305.676838946,249.3448360000002,0.01794956281005775,347.396901375,2972.0720270516617,7.929909475973832,10.620832965476106
BMW,27.04725209,2.613473927,165.0044261,5264.134009,8.697168644,4,Germany,2590.380809,167.617900027,2673.7532,0.005138024990199295,1316.03350225,1435.071320798135,8.56867193031789,6.830245967108801
Nissan,28.05548097,4.693172789,483.8982886,5210.242993,5.135084964,8,Japan,3395.774844,488.591461389,1814.4681489999998,0.005384678028969618,651.280374125,2484.8588258951927,8.5583817733911,22.02587082741004
BMW,16.54495285,2.805015672,440.63256,3945.566512,8.532071255,6,Germany,3818.842124,443.43757567200004,126.72438800000009,0.004193302229142602,657.5944186666667,3759.508399193063,8.280347825504972,7.868112920165612
Toyota,41.79238195,2.697533495,445.5158492,3193.802645,7.065924523,6,USA,3240.093742,448.213382695,-46.29109699999981,0.013085461625322186,532.3004408333334,3147.9813642474496,8.068967537573497,7.276686956646915
Nissan,37.74728903,2.430023969,262.7094994,4552.370903,14.18249331,8,USA,2747.461871,265.139523369,1804.909032,0.008291786814893452,569.046362875,3725.8757177139496,8.423403453813632,5.905016489914513
BMW,18.83078451,2.018715913,404.9444855,3152.608543,7.498183829,8,Japan,2674.190972,406.963201413,478.41757099999995,0.0059730804675422085,394.076067875,3036.348192818825,8.05598549801558,4.075213937399423
Mercedes,13.29524182,2.525852244,157.5504622,2944.031721,12.92944756,8,USA,3849.682002,160.076314444,-905.6502810000002,0.004515998154898957,368.003965125,2037.0404390686622,7.9875352545869145,6.379929558519836
Audi,37.21997208,2.921278994,103.447601,4922.058616,13.85174634,6,Japan,3552.456781,106.36887999400001,1369.6018350000004,0.007561870953549814,820.3431026666667,1432.9299285335305,8.50148213986018,8.533870960785652
Toyota,36.18044857,4.195976833,107.989173,2161.300959,9.470625475,4,Japan,3949.293332,112.185149833,-1787.992373,0.016740125163660746,540.32523975,1022.7250128379821,7.678465615204205,17.606221583072706
Toyota,20.93038108,1.750259369,334.640695,2379.073884,5.525974235,8,USA,2623.522932,336.390954369,-244.44904799999995,0.008797701164626798,297.3842355,1849.2158585524933,7.774466566567239,3.063407858772278
Mercedes,48.03454249,2.342027759,282.1579621,2027.152696,5.558808209,8,Germany,3853.919283,284.49998985900004,-1826.766587,0.023695571914627983,253.394087,1568.461995956191,7.614387474645841,5.485094023926562
Toyota,16.04231567,4.736094561,307.2061396,2611.772746,5.395209983,8,Japan,3768.448469,311.942234161,-1156.6757229999998,0.006142309163218445,326.47159325,1657.4416312088115,7.867784482782785,22.43059169073378
Nissan,27.29339204,2.087687694,102.9852562,2275.960035,16.08687001,4,Germany,3839.777774,105.07294389399999,-1563.817739,0.011992034842562602,568.99000875,1656.7104294359463,7.730157235777468,4.358439907679037
BMW,47.74463681,2.870580586,269.0746479,5983.209471,9.770145572,8,USA,2508.644435,271.945228486,3474.565036,0.007979770228906967,747.901183875,2628.8984797176445,8.696712403808416,8.240232900720104
BMW,26.78909268,4.958635687,387.2272645,3155.23988,16.94450279,8,Germany,3612.855221,392.185900187,-457.6153409999997,0.008490350559336871,394.404985,6561.373463684318,8.056819803780773,24.588067876389964
Chevrolet,35.54103791,2.119701245,277.0774808,2597.072051,11.47599236,6,Germany,3323.407171,279.197182045,-726.3351199999997,0.013685041158682893,432.84534183333335,3179.7390527888465,7.862139955213203,4.49313336805455
Toyota,25.90377592,1.830947342,392.8876825,2963.985032,11.79497151,8,Germany,3359.769151,394.718629842,-395.7841189999999,0.008739509693988226,370.498129,4634.099021717425,7.994289936470703,3.3523681691768648
Ford,20.96860809,3.43815198,193.2075858,5744.502286,12.69323904,6,Germany,3203.802981,196.64573778,2540.699305,0.0036502044991961902,957.4170476666667,2452.43007090071,8.655998552239202,11.820889037577922
Honda,49.35910592,2.709678045,425.2568018,4080.640892,15.69547185,4,USA,3614.015377,427.966479845,466.6255149999997,0.012095920034710076,1020.160223,6674.606161672929,8.31400933643477,7.342355107555022
Audi,26.37336025,3.753633458,335.3724962,3459.272385,9.102542987,8,USA,3999.758936,339.126129658,-540.486551,0.007623961722227896,432.409048125,3052.742563317994,8.148813552584421,14.089764137017037
Audi,45.76396815,4.715219562,184.3052398,5493.565832,6.823810243,8,Germany,3565.807539,189.020459362,1927.7582930000003,0.00833046686788116,686.695729,1257.6639831858113,8.611332837686135,22.233295517867468
Chevrolet,19.19818424,2.048593953,194.6881903,3579.961082,13.34086003,6,USA,3517.075624,196.736784253,62.885457999999744,0.005362679593509615,596.6601803333333,2597.3078962863037,8.183107208385936,4.196737184268167
Chevrolet,18.52418816,3.822796338,351.2121858,3340.03428,9.904664349,4,USA,3481.656574,355.034982138,-141.62229400000024,0.005546107197438705,835.00857,3478.6388156276244,8.11373634939113,14.613771841826209
Nissan,11.24536332,3.522035042,431.9758373,2829.13009,11.63736971,4,Japan,3542.817505,435.49787234200005,-713.6874149999999,0.003974848438305641,707.2825225,5027.062524446908,7.947724554691116,12.404730837075943
Chevrolet,36.06667302,2.076315144,266.2511128,3511.187296,14.70420063,6,USA,3013.168701,268.32742794399996,498.018595,0.010271930825532356,585.1978826666667,3915.009780571961,8.16370952023123,4.311084577203741
BMW,24.74105375,3.995993942,203.3201717,3266.737424,12.41188612,4,Germany,2980.329615,207.31616564200002,286.4078089999998,0.007573627916413768,816.684356,2523.586817039247,8.091547036164133,15.9679675845007
Nissan,44.57432999,2.594561671,446.8046428,4709.215837,14.30418226,4,USA,3676.506967,449.399204471,1032.70887,0.0094653402037304,1177.30395925,6391.175045225396,8.457276684189978,6.731750264622313
Nissan,28.92839627,3.451337274,367.7073167,3158.330819,13.16300003,4,USA,2579.632026,371.158653974,578.6987929999996,0.00915939397354182,789.58270475,4840.131420753319,8.057798945187214,11.911728978901753
Audi,48.72773712,1.829089297,279.2341949,4308.798986,16.09694558,4,USA,3638.871607,281.063284197,669.9273789999997,0.011308890778689022,1077.1997465,4494.817639380413,8.368414486724964,3.345567656399954
Audi,17.42102063,3.338336229,295.1600781,2263.56866,15.58904927,4,USA,3720.762378,298.498414329,-1457.193718,0.007696263399405787,565.892165,4601.265000037948,7.724697899970191,11.144488777853939
Ford,44.74492672,2.725853872,181.7025872,2765.156627,13.01284838,4,Japan,3282.396939,184.428441072,-517.2403120000004,0.016181697008803834,691.28915675,2364.4682174873287,7.924852558645042,7.430279331497393
Toyota,41.06387411,4.789524845,350.721052,3629.621086,15.18354531,4,Germany,3865.222143,355.510576845,-235.60105699999986,0.011313542966892494,907.4052715,5325.188984212866,8.196883537788466,22.939548240872274
Mercedes,40.83687379,1.727914908,243.4970042,5747.797016,18.10339403,4,Germany,3209.631156,245.224919108,2538.1658600000005,0.007104787047337163,1436.949254,4408.1222121571645,8.656571932727072,2.9856899292886485
Mercedes,43.79132912,3.1744291,498.2580707,3509.007943,11.48406932,8,USA,2767.130002,501.4324998,741.8779410000002,0.012479689368431846,438.625992875,5722.030223168261,8.16308863918852,10.077000110926809
Chevrolet,40.44095964,3.333725697,292.0734061,4656.296485,11.19144609,6,USA,3042.097973,295.407131797,1614.198512,0.008685220060680909,776.0494141666667,3268.723778690827,8.44597566543374,11.113727022838138
Toyota,35.04881287,4.400024305,294.3542425,3020.34889,16.46368431,4,Japan,3858.801259,298.754266805,-838.4523689999996,0.011604226579929974,755.0872225,4846.155323829185,8.013127630186311,19.36021388459073
Toyota,15.24979511,3.7971503,326.340715,2508.134304,13.73830756,6,USA,3990.607432,330.1378653,-1482.4731279999996,0.006080134977492816,418.02238400000005,4483.369112020306,7.827294450558283,14.418350400790091
Toyota,11.30104718,4.168849349,466.7024012,2234.1464,6.065101703,4,Japan,3132.78095,470.871250549,-898.6345499999998,0.0050583288454149646,558.5366,2830.5975283123094,7.711614510158787,17.379304894657725
Nissan,46.83391391,4.608197143,420.3272399,3221.653994,18.38168024,4,Germany,2750.269818,424.935437043,471.38417599999957,0.014537226529361428,805.4134985,7726.32092000357,8.07765016939183,21.235480908753363
Toyota,34.66601258,4.948811895,280.4520279,2630.644107,5.461746534,8,Germany,2929.49392,285.400839795,-298.8498129999998,0.01317776604131119,328.830513375,1531.7578913360965,7.874984002791401,24.490739172093495
Chevrolet,41.86149164,2.755501987,387.4797064,2696.041792,16.22594534,6,Japan,3329.944514,390.235208387,-633.9027219999998,0.015527018818556948,449.3402986666667,6287.224536405648,7.89953997339573,7.592791200360949
Nissan,29.26089406,3.652090821,334.4941995,5043.037234,16.38191214,6,Germany,3358.143877,338.146290321,1684.8933570000004,0.005802236371114605,840.5062056666667,5479.654587548632,8.525763805353058,13.337767364832454
Chevrolet,14.69232756,4.860432314,296.9468195,2063.352284,19.29666628,8,USA,3445.08911,301.807251814,-1381.7368259999998,0.0071206103164882534,257.9190355,5730.0836787988965,7.6320872614594695,23.62380227897539
Nissan,15.00743169,5.457804524,176.9263091,4231.240503,5.812016126,8,USA,3753.030059,182.384113624,478.2104439999998,0.003546816041149056,528.905062875,1028.2985616028604,8.350250492167667,29.787630222194867
Mercedes,37.42261149,5.058077244,285.5745054,3517.845522,13.95285291,6,Japan,3566.821228,290.632582644,-48.97570599999972,0.010637934854150198,586.307587,3984.5790686922014,8.165604013588657,25.584145406270633
Honda,27.2122358,2.98586905,198.3274348,4026.2,11.41760856,4,Germany,2891.26034,201.31330384999998,1134.93966,0.006758788882817545,1006.55,2264.4250172553216,8.300578282064729,8.915413983747902
Honda,18.02098907,2.280666069,465.9368599,4251.320949,9.959494323,4,Germany,3092.566091,468.217525969,1158.7548579999998,0.004238915218630792,1062.83023725,4640.495511050496,8.354985025155978,5.201437718287913
Mercedes,29.66378187,3.45757015,234.1627254,3253.470778,6.354778404,6,Japan,3759.724876,237.62029555,-506.25409800000034,0.009117580545240108,542.2451296666667,1488.0522303937023,8.087477637182701,11.954791342171022
Honda,12.56835748,4.466565807,480.9056058,3180.435441,13.4398118,4,Japan,3450.074006,485.372171607,-269.63856499999974,0.003951772552266688,795.10886025,6463.280835516988,8.064773397532086,19.950210108261565
Honda,33.27885608,3.470276283,313.222116,4933.607397,12.18561089,8,Germany,2749.627072,316.692392283,2183.9803249999995,0.006745339343425668,616.700924625,3816.8028277184435,8.503825722987006,12.042817480352296
Mercedes,20.75973618,3.432723453,352.6177515,5485.107952,6.568316872,8,Japan,2988.308206,356.050474953,2496.799746,0.003784745234126251,685.638494,2316.1051265441533,8.609792053828327,11.783590304776242
Nissan,41.90236403,4.852921684,317.1761778,2770.32653,14.18734261,8,USA,3686.636369,322.029099484,-916.309839,0.015125424232933294,346.29081625,4499.887102178876,7.926720473100406,23.550848871037395
Toyota,22.41447836,2.945615116,151.7522468,2390.475042,16.0692968,6,Germany,2758.141185,154.697861916,-367.6661429999999,0.009376579117616237,398.412507,2438.5518938960504,7.779247387518035,8.676648411607694
Mercedes,28.20880596,4.939178699,250.3284876,5591.183226,16.50917452,6,Japan,3536.575979,255.26766629899998,2054.607247,0.0050452301095811015,931.863871,4132.716689116055,8.628946212086879,24.395486220655336
Ford,10.4648216,3.127219204,139.6584449,3399.581855,18.58059782,6,Japan,3345.304804,142.785664104,54.27705100000003,0.0030782672829626576,566.5969758333333,2594.9373968535306,8.131407719217593,9.779499949866395
Audi,12.89787551,2.812932423,349.1816177,4205.269563,11.14206113,4,Japan,2721.21236,351.994550123,1484.0572029999998,0.003067074611216784,1051.31739075,3890.60292988569,8.344093675703162,7.91258881636465
BMW,25.69974226,3.315959645,278.7496781,3438.172578,19.29609153,6,Germany,3533.318386,282.065637745,-95.14580799999976,0.0074748261400390936,573.028763,5378.779302575636,8.142695381890636,10.995588367268526
Ford,29.19755339,4.549787835,411.1939886,2503.209345,17.98144108,6,USA,2713.523456,415.74377643500003,-210.31411099999968,0.01166404777463788,417.20155750000004,7393.860478461092,7.82532892556918,20.700569343513987
Honda,34.00082192,2.004008111,188.1881924,4357.32658,9.447523565,8,USA,3097.653369,190.19220051099998,1259.6732109999998,0.0078031382995396225,544.6658225,1777.9123823537536,8.379613978552872,4.016048508953789
Toyota,21.66650315,2.285676863,165.8264234,4100.563407,7.38924556,4,Germany,2962.839887,168.112100263,1137.7235199999996,0.00528378688475186,1025.14085175,1225.3321628391302,8.318879659593103,5.22431872205352
Chevrolet,37.79927545,5.305779303,262.5328924,2811.974237,11.53084094,4,Japan,3535.014929,267.838671703,-723.040692,0.013442255249936703,702.99355925,3027.225023782534,7.941642091082042,28.15129401214316
Toyota,44.40489589,2.20196651,470.6341533,3807.476179,11.02848062,8,Germany,3673.543535,472.83611980999996,133.93264399999998,0.0116625538289415,475.934522375,5190.379638779159,8.244721828413567,4.848656511161581
Chevrolet,41.19403956,3.770909272,384.168726,5187.790016,13.63578958,4,Germany,2752.474873,387.939635272,2435.315143,0.007940575742840553,1296.947504,5238.443910952676,8.554063069675028,14.219756737655569
Ford,11.58475301,3.817257867,267.5694499,4361.704412,13.75079348,6,Japan,3717.995114,271.386707767,643.7092980000002,0.0026560151527297033,726.9507353333333,3679.2922471321067,8.380618180137178,14.571457623173389
Toyota,29.22027789,3.458497848,306.9088679,2387.669308,16.24980477,4,Germany,2510.821084,310.367365748,-123.15177600000015,0.012237992000021134,596.917327,4987.2091855567205,7.778072984186132,11.96120736462063
Toyota,14.19720714,4.078980994,133.6852045,4192.085989,12.64834922,8,USA,3295.087821,137.764185494,896.9981680000001,0.0033866688749356185,524.010748625,1690.8971520631155,8.340953738433626,16.638085949413227
BMW,19.68180063,2.419306903,493.8303586,4810.953197,6.572339614,4,Germany,3275.183335,496.249665503,1535.7698619999996,0.004091039722081088,1202.73829925,3245.6208284226054,8.478650513321226,5.85304589090345
Mercedes,49.46650373,3.710649071,366.5629219,5170.813623,17.87437003,8,Japan,3435.732146,370.27357097099997,1735.0814770000002,0.009566483601337104,646.351702875,6552.081305318591,8.550785329008319,13.768916528113165
Ford,15.69982172,2.988693021,214.1616274,4516.470315,9.646468748,6,Germany,2859.550796,217.15032042099998,1656.9195189999996,0.0034761264051394523,752.7450524999999,2065.9034457349203,8.415486064001046,8.932285973774107
Toyota,29.95552614,4.146669039,334.3233577,2610.632658,19.5694619,6,USA,2514.785245,338.470026739,95.84741299999996,0.01147443170459258,435.105443,6542.528210790221,7.867347868644313,17.19486411900118
Chevrolet,34.72622937,2.064894173,143.7929464,4840.693066,6.76790163,8,Germany,3182.144374,145.857840573,1658.5486919999998,0.007173813521437593,605.08663325,973.1765163230626,8.484813184913733,4.263787945689353
Audi,38.09859882,3.783509667,486.3346675,4709.367384,19.37376758,6,Germany,2607.109317,490.118177167,2102.258067,0.00808996107405835,784.8945640000001,9422.134814241579,8.457308864613818,14.314945400282452
Toyota,32.38594734,2.241081422,169.9139952,2097.707532,6.365177103,6,Germany,3838.29083,172.155076622,-1740.583298,0.015438733401086917,349.61792199999996,1081.5326717262917,7.648600375997526,5.022445940033543
Chevrolet,10.3908339,2.614572252,359.2121272,3646.99067,8.465542069,4,Germany,2760.499489,361.826699452,886.4911810000003,0.002849152860596707,911.7476675,3040.925374506579,8.201657632538339,6.835988060928351
Honda,23.05845233,2.374839201,198.181785,3331.800988,5.698699131,6,Japan,3137.849451,200.55662420099998,193.95153699999992,0.0069207171776011255,555.3001646666667,1129.3783659595288,8.11126827401198,5.639861230606318
Toyota,30.70846574,2.231351119,387.0245531,4677.648257,15.5766972,8,USA,3151.000585,389.255904219,1526.647672,0.00656493691975352,584.706032125,6028.564272604021,8.450550753423602,4.978927816262553
Chevrolet,13.51465997,4.802843806,410.7285469,2864.543249,17.75448105,6,USA,3329.296972,415.531390706,-464.75372300000026,0.004717910953070062,477.4238748333333,7292.272202630086,7.960164192006604,23.067308624832567
Audi,24.02507725,2.642830271,369.3678916,4363.487692,11.51106623,4,USA,3673.798523,372.010721871,689.6891689999998,0.005505934460190521,1090.871923,4251.818263443061,8.381026945927909,6.984551841313932
Ford,11.32812435,5.208495127,345.7997841,5652.823847,18.92783113,8,Germany,3208.222226,351.008279227,2444.601621,0.0020039761819240004,706.602980875,6545.23991823526,8.639910495213305,27.128421487982745
Honda,13.14313989,5.379706101,456.9876376,5191.209489,13.85448608,6,USA,2538.629901,462.36734370100004,2652.579588,0.0025318068781176864,865.2015815,6331.328863861285,8.554721991206351,28.94123773313662
Toyota,25.87693105,3.78504188,131.4506844,5685.830945,14.45010703,6,Japan,3656.665617,135.23572628,2029.1653279999996,0.004551125649058495,947.6384908333333,1899.4764587467514,8.645732559971549,14.326542033353935
BMW,15.30863016,2.072004491,232.3659063,5914.023868,17.68128803,6,Germany,2623.259972,234.437910791,3290.7638960000004,0.0025885303309026142,985.6706446666667,4108.528517642292,8.685081736251421,4.293202610724169
Chevrolet,32.70163393,2.998192974,199.3149919,2042.680508,9.452003076,8,Germany,3462.329938,202.313184874,-1419.64943,0.016009177060204268,255.3350635,1883.925916531715,7.6220181988390205,8.989161109342966
Audi,37.57859877,4.690929053,495.2055848,4490.965106,10.31398582,4,USA,3705.144263,499.896513853,785.8208429999995,0.008367599810516097,1122.7412765,5107.543379612007,8.409822903295808,22.004815380279474
BMW,42.02346796,2.969562915,255.7559119,3651.357591,18.58927879,8,Germany,2924.035259,258.725474815,727.3223319999997,0.011508998204826879,456.419698875,4754.317948499779,8.202854320162709,8.818303906143298
Toyota,18.00600977,1.848068873,393.0450797,5439.417961,18.51445244,8,Germany,3173.659723,394.89314857299996,2265.758238,0.003310282441816572,679.927245125,7277.014434881658,8.601427341662651,3.41535855935149
Chevrolet,16.69930329,3.727139644,373.8900656,3007.258808,19.64724164,4,USA,2521.503763,377.617205244,485.7550449999999,0.005552998380311004,751.814702,7345.908465638652,8.008784247791665,13.891569925876448
Toyota,14.18271361,4.880483406,184.832495,5924.117956,18.52757475,8,Japan,3705.812799,189.712978406,2218.3051570000002,0.0023940633382621324,740.5147445,3424.497867341501,8.686787086735709,23.81911827624136
Honda,35.45720998,4.683705549,195.5990721,4454.831878,6.910580541,8,Japan,3554.891635,200.282777649,899.940243,0.0079592700580024,556.85398475,1351.703141491916,8.40174460137015,21.93709766973339
Audi,38.25902906,2.200492561,212.5138254,5174.149609,17.35586429,6,USA,2847.081092,214.714317961,2327.068517,0.007394264169217609,862.3582681666667,3688.361113391155,8.551430277867164,4.8421675110163385
Audi,11.26344579,4.191058458,264.4509113,2342.398211,11.14757717,8,Japan,3085.339297,268.64196975799996,-742.9410859999998,0.004808510242667701,292.799776375,2947.986941393575,7.758930560020116,17.564970998373333
Honda,47.44848985,2.382017054,193.7300263,2733.831539,19.86202034,6,Japan,3542.974753,196.11204335399998,-809.1432140000002,0.017356040111877576,455.6385898333333,3847.869722839335,7.913459398340864,5.674005245546838
Toyota,12.07885135,2.372830138,107.8605931,5033.614692,12.08421446,8,Japan,3037.244683,110.233423238,1996.3700090000002,0.0023996376538707067,629.2018365,1303.4105388031962,8.523893631645459,5.630322863801099
Toyota,31.65185341,4.996287093,451.7572227,2087.946088,13.30754124,6,Germany,2743.622163,456.753509793,-655.6760749999999,0.015159325038089776,347.9910146666667,6011.7778715481145,7.643936128745818,24.962884715678392
Nissan,38.36242078,2.498675811,486.2439326,5267.511944,12.94662373,6,Germany,3277.758293,488.742608411,1989.753651,0.007282835081882826,877.9186573333333,6295.217236367681,8.569313413165094,6.243380808476508
Toyota,44.83876495,2.552989386,236.6281548,2055.796075,9.826055448,6,Germany,3585.351355,239.181144186,-1529.5552799999996,0.021810901137166532,342.6326791666667,2325.1213696227273,7.6284184363445835,6.517754805028658
Audi,38.56347729,1.502613563,235.4027518,4628.475356,6.125331333,4,Japan,2981.214261,236.90536536300002,1647.2610949999998,0.008331788401986255,1157.118839,1441.9198514749621,8.439982796089938,2.2578475197115546
Toyota,42.06912332,4.982676137,102.8367251,3460.375681,18.43476846,8,Germany,2682.658407,107.819401237,777.7172740000001,0.012157386133242798,432.546960125,1895.7712164031702,8.149132440481269,24.827061486229248
BMW,23.5780077,4.670379253,372.1002753,4445.979411,17.04013719,8,Japan,3744.316243,376.77065455300004,701.663168,0.005303220172739572,555.747426375,6340.639739548768,8.399755463609235,21.81244236685284
BMW,42.59300455,4.00931574,430.1759583,4784.125628,7.092901708,8,USA,2879.2028,434.18527403999997,1904.9228279999998,0.008902986221916162,598.0157035,3051.1957893666067,8.473058555319124,16.07461270301175
Honda,13.20459386,4.501063056,158.6433201,3369.900877,16.65152407,4,Japan,3269.222431,163.144383156,100.6784459999999,0.003918392362850499,842.47521925,2641.653063189865,8.12263860956071,20.259568634088055
BMW,45.79266624,2.10819427,163.8665397,2431.849792,14.38769999,6,Germany,3537.014724,165.97473397000002,-1105.1649320000001,0.018830384339790673,405.30829866666664,2357.6626116030247,7.796407478020741,4.444483080060832
Toyota,31.90369505,3.333294378,416.0333,2278.583471,11.13715682,8,Japan,2975.612801,419.366594378,-697.0293300000003,0.014001547652760973,284.822933875,4633.428104442106,7.731309244222081,11.110851410406408
Ford,42.6919108,2.904877549,346.5162993,4355.74409,8.810317236,4,Germany,3472.954806,349.421176849,882.789284,0.00980128995594872,1088.9360225,3052.918524277725,8.379250733474912,8.438313574684248
Mercedes,28.09273138,1.875106105,117.9442231,4082.621415,17.89593175,4,Germany,3189.56426,119.819329205,893.057155,0.006881052276065622,1020.65535375,2110.7217669043735,8.31449456475756,3.516022905008271
Toyota,35.74310781,3.444521941,349.0187962,4968.804036,15.50282389,8,USA,3355.654983,352.463318141,1613.1490530000005,0.007193503215468728,621.1005045,5410.776931788401,8.51093445351332,11.864731402030408
Mercedes,31.05610644,5.182958601,223.5670891,4038.94204,13.21609864,6,USA,3385.864155,228.750047701,653.0778849999997,0.007689168631892524,673.1570066666667,2954.684702203269,8.303738065373794,26.86305985967988
Audi,39.26358087,1.660236476,247.4900622,3689.78316,14.14352801,4,Germany,3736.22603,249.150298676,-46.44286999999986,0.010641162140812632,922.44579,3500.3826269223428,8.213322971080245,2.7563851562408983
Nissan,13.26519928,2.665843654,407.8925673,3592.348713,6.365992731,8,Japan,3484.48941,410.558410954,107.85930299999973,0.0036926257275625455,449.043589125,2596.6411184607286,8.186561505166658,7.106722387572073
Chevrolet,12.41408336,2.330163745,424.3740771,2105.78761,12.10879641,6,USA,2896.460038,426.704240845,-790.6724280000003,0.005895221009492026,350.9646016666666,5138.659301285544,7.652444837655706,5.429663078512426
Audi,19.88412936,2.452586615,260.1426507,3342.228807,7.905504392,4,USA,2589.406512,262.59523731499996,752.8222949999999,0.005949362089858859,835.55720175,2056.5588676553716,8.114393170905137,6.015181104077158
Mercedes,16.3817872,5.133738208,478.8611744,5904.08063,8.125755185,4,Germany,2502.978316,483.994912608,3401.102314,0.0027746550609014974,1476.0201575,3891.1086707759887,8.683399023029873,26.355267988279046
Honda,44.87134266,3.372276217,262.5850872,5494.222305,14.91955943,8,Japan,3856.626077,265.95736341699995,1637.5962280000003,0.008167005295574768,686.777788125,3917.6538139121317,8.611452329069222,11.37224688374383
BMW,18.76855949,3.365197652,408.7344141,3317.512268,18.66884228,8,USA,3913.165078,412.099611752,-595.65281,0.00565741976933663,414.6890335,7630.598311241108,8.10697046416486,11.324555237026313
Ford,49.03461023,4.54230257,293.5509058,4351.18162,11.05634916,6,USA,2641.167231,298.09320837,1710.0143890000004,0.011269263044460092,725.1969366666667,3245.6013107590693,8.378202723977749,20.632512637428608
