Company Name,Stock Price,Market Capitalization,Earnings per Share (EPS),Price-to-Earnings Ratio (P/E Ratio),Dividend Yield,Beta,Debt-to-Equity Ratio
Company 594,101.8500925,651496437.3,1.014369228,24.36214008,0.045450279,0.962948973,0.857655988
Company 595,184.5182615,621307638.9,1.711630793,8.360835684,0.047888333,0.69548592,0.897508835
Company 596,121.094246,353022571.7,5.992607058,16.6930154,0.003885621,0.798623469,0.946707915
Company 597,150.1336608,841606105.5,1.589675483,20.14742038,0.026618012,1.381554843,0.397487992
Company 598,75.84798068,471815880.2,9.683956176,15.70879501,0.015168214,0.596065286,0.217140404
Company 599,78.84335282,979125833.1,4.52247382,5.677666308,0.019641954,1.793651195,0.373640818
Company 600,56.13029244,634507996.2,5.065027807,24.58753756,0.008982561,1.942249519,0.332912096
Company 601,75.34025946,127138476.8,2.541920296,5.262830614,0.028903605,0.870121131,0.176153913
Company 602,91.78855085,676501384.5,4.762506499,24.04724736,0.047898968,1.175142903,0.60726667
Company 603,76.55157264,325778911.4,6.652944963,27.33261234,0.02515363,0.533201677,0.476624161
Company 604,63.30538006,686640869.5,7.536653656,15.82099803,0.004145729,1.461065337,0.865700992
Company 605,68.09538067,70571507.01,7.563294019,18.38856183,0.031000067,1.120889087,0.03210958
Company 606,119.1168152,175706555.7,5.821122016,16.92458482,0.01701115,0.905087699,0.643867928
Company 607,80.95005776,855881521.6,9.053161772,14.73021547,0.042796259,0.810255666,0.762948879
Company 608,104.6404792,227952377.5,8.192337688,27.18561338,0.021733907,1.481034616,0.759486569
Company 609,125.5125906,837204084.1,7.594776336,27.34833777,0.00964198,1.124325547,0.886073967
Company 610,153.5592243,279996812.4,0.650494665,13.39540912,0.009555281,0.769488934,0.729033743
Company 611,55.89682098,643239028.1,0.168091826,20.37674385,0.038438209,1.533663622,0.927810062
Company 612,169.9115598,694456422.9,2.203228044,28.17268905,0.01327938,1.347608425,0.3326566
Company 613,144.1850584,513142098.4,6.66888358,29.05146247,0.03836167,1.788008082,0.503209417
Company 614,62.26385479,306005366,4.17085514,17.72397601,0.010294366,0.676213848,0.014079663
Company 615,181.0367936,213431732,4.083821967,16.32062013,0.016084318,1.678499903,0.006957587
Company 616,188.1308601,34156165.21,8.857410193,11.9673579,0.023274349,1.51027518,0.24012662
Company 617,59.16169398,304642454.8,8.966072197,28.97179683,0.047159792,0.672516405,0.100807197
Company 618,91.53164722,653509627.7,9.100835114,8.570357612,0.046586571,1.542231095,0.260211368
Company 619,170.930192,938366513.6,3.207392957,19.4957394,0.010343594,1.162320933,0.177043295
Company 620,162.2389536,871333277.8,6.941452546,12.06375669,0.017910952,1.917477178,0.028520025
Company 621,77.6781529,766298711.8,2.789168495,11.97520726,0.007469969,0.712417026,0.909304146
Company 622,81.4023985,788658895.9,1.987037347,15.12421468,0.025499254,1.464250086,0.008223131
Company 623,105.5708154,665319918.6,1.927861328,29.9698234,0.023029128,1.072970068,0.736082144
Company 624,122.6784478,261026570.7,3.486865447,6.374157671,0.045038008,1.935222006,0.152147887
Company 625,142.7382157,907287835.7,4.356580436,19.46354546,0.046500269,0.994962343,0.912229622
Company 626,105.3370459,671061579.6,8.326396793,7.064303951,0.01917837,1.943278864,0.89279594
Company 627,119.3802074,560880190.3,1.286921825,8.86302075,0.024586897,1.852228777,0.653901146
Company 628,162.1206407,111878479.7,7.375765889,15.98907354,0.044811812,0.905574853,0.67223415
Company 629,55.50248043,447608488.3,5.36140365,17.76150328,0.04033539,1.705312665,0.005339142
Company 630,87.86554165,460897912.9,2.950658892,11.46981021,0.000182816,1.993406303,0.984871566
Company 631,157.0024379,864699045.9,4.978913887,12.91142827,0.016002978,0.878994503,0.877832604
Company 632,184.2810257,547101572,3.069426491,7.174175506,0.021088712,1.155165754,0.895106226
Company 633,126.7516163,381020148.4,6.001211357,12.5804946,0.011485814,1.280271105,0.659244537
Company 634,129.8170228,976823528.2,4.395054836,29.16396098,0.009978581,0.942396704,0.344786929
Company 635,66.0758017,111609872.7,1.727614738,28.61768454,0.001889225,0.522897259,0.893648649
Company 636,117.111855,423125879.9,1.254172438,13.37195725,0.032168486,0.830193866,0.291516928
Company 637,129.89259,42982650.5,5.512287253,19.27134841,0.013125515,0.922905327,0.562711543
Company 638,86.37057555,740164216.6,9.03388903,27.73988478,0.002617359,1.165399552,0.099730972
Company 639,90.38648464,918158475.6,3.505181097,5.154595566,0.011548966,0.756653718,0.92195563
Company 640,106.5926245,280757292.2,7.356701062,25.26708926,0.040095698,1.809881535,0.140770458
Company 641,53.01067967,858483335.1,6.620747414,28.70923882,0.042574459,1.557366699,0.224896806
Company 642,98.31187484,292926012.2,9.322393652,7.283143358,0.024153312,0.627800716,0.558134158
Company 643,81.71720105,910859391.5,8.227712071,9.036192151,0.020803534,1.475138677,0.764093
Company 644,99.12460283,754207941.7,5.709392063,29.01865757,0.048892685,1.480484715,0.619351306
Company 645,67.96431977,805101870.1,6.604601933,18.43850359,0.010028233,1.93433176,0.232133913
Company 646,183.5790921,18988549.04,8.994026019,5.354915862,0.010767964,0.504531307,0.000943043
Company 647,139.038868,962847546.7,4.055235967,11.44079997,0.014593359,0.871898675,0.75715058
Company 648,151.8653479,726944321.1,3.335267588,16.24859186,0.008637866,1.891687219,0.985207326
Company 649,168.3756858,305446344.3,0.207029728,22.32272278,0.01896828,1.898200873,0.80991312
Company 650,124.7663298,829565270.2,8.282855634,23.32900945,0.045541711,1.580879629,0.460206618
Company 651,63.03804321,282239677.2,8.029708934,29.88553782,0.030767392,1.648644982,0.903767261
Company 652,130.5659813,872881085.7,1.134099729,12.18777998,0.020597327,0.637224437,0.409847673
Company 653,138.0261677,113467810,5.810888073,18.45550255,0.04672054,1.270813752,0.524934084
Company 654,161.8159211,703982291.5,4.693418812,18.3330887,0.002423212,0.847374487,0.477129767
Company 655,114.7489319,541157778.2,1.275220046,15.14113149,0.010513809,0.771827065,0.447623873
Company 656,69.13704542,97437935.73,9.807625448,9.229047346,0.02829443,1.715454949,0.775190769
Company 657,92.56638587,242651934.4,2.225489286,29.43641408,0.030777631,0.702557205,0.526768907
Company 658,104.4623445,13391632.24,0.765618383,26.33292967,0.001977875,1.202977455,0.316717122
Company 659,146.8875862,469299197.5,5.988989057,17.45832571,0.020151938,1.907867359,0.258158168
Company 660,135.6167457,301963995.5,7.414780104,20.08113557,0.032457698,0.778748083,0.037747317
Company 661,103.4145089,598759126.8,0.421190116,10.68152634,0.034903527,1.966990136,0.583195162
Company 662,197.9772873,297940569.9,6.621304623,18.59467676,0.031906995,1.991431979,0.229961415
Company 663,140.8662229,300619192.4,5.369689572,22.37425333,0.016028161,1.333425732,0.148133922
Company 664,85.58401876,743450005.5,1.122323588,17.87917571,0.004676006,0.75521411,0.653829964
Company 665,65.26737089,49094693.14,1.807986382,29.75712926,0.021355622,0.974157332,0.681209258
Company 666,72.92887088,902992100.2,5.722945543,20.28354141,0.006437722,1.136739249,0.752154892
Company 667,86.89365926,852411610.5,3.033940374,14.27434281,0.047381183,0.963986337,0.503576896
Company 668,74.10220599,668136878.5,9.389325714,24.30380069,0.023758543,0.92095337,0.894054605
Company 669,77.98505361,593628348.5,8.205528272,9.26156279,0.015862959,1.958344564,0.936342753
Company 670,92.7642753,892410195.6,9.837315344,14.61289534,0.038315204,0.730047241,0.80737094
Company 671,76.00603929,186144849.3,2.670741306,13.67397376,0.02489743,1.599991863,0.635593482
Company 672,184.5148137,79890193.03,9.700263965,15.79517738,0.015501701,0.500615434,0.303720954
Company 673,62.03506185,240270659.7,4.369215311,24.54449565,0.040598387,1.394274004,0.982944922
Company 674,128.6767084,794783700.4,3.540436074,17.1043258,0.043357608,1.873914506,0.274136167
Company 675,111.559524,35635596.46,0.598460317,24.85036126,0.033650408,0.931901141,0.202656922
Company 676,197.3567925,583224028.2,0.622376053,19.41222258,0.002348221,0.778288963,0.442154114
Company 677,66.80583533,995442078.7,6.950911434,13.55173587,0.028316144,1.477519692,0.056840571
Company 678,109.6783399,855840397.7,4.633497045,25.24946859,0.038164746,1.568902111,0.978494465
Company 679,195.420565,521924243.4,2.342564098,10.95724176,0.006825151,1.532045778,0.588433556
Company 680,179.8260689,64577268.38,6.178306033,10.60957449,0.011433538,0.97897532,0.556952092
Company 681,172.5608106,831542140.9,2.603295371,17.6125731,0.044124755,0.878303603,0.65579628
Company 682,88.68542406,599379529.7,5.818554368,11.52123115,0.001006086,1.9338782,0.497023648
Company 683,75.63313811,115818064.1,3.656166595,5.227175874,0.037636357,1.884949262,0.032063517
Company 684,150.296483,94763427.54,8.253167043,21.20743818,0.023688665,1.185974915,0.612311289
Company 685,189.4063984,909717192.6,8.224891992,17.77734554,0.022338608,1.769290799,0.716173877
Company 686,133.514434,669531062.7,4.825768941,16.13794536,0.000354827,1.178485216,0.416749061
Company 687,135.7419034,829457512.5,3.573109182,29.17421287,0.040969912,1.136583527,0.757295572
Company 688,91.99686405,879099921.4,3.689341986,19.2799796,0.017991245,0.735144421,0.227001299
Company 689,165.42394,572200579.7,8.076573804,26.58578944,0.027038282,1.139609085,0.221276591
Company 690,78.05656228,517928905.4,3.34897688,8.486255905,0.033865034,1.306125408,0.161416988
Company 691,98.55188546,430996982.9,2.1696878,19.23016158,0.035131479,0.533756491,0.37199476
Company 692,113.8154658,317629641.2,0.938414585,26.69949067,0.047799003,1.166169508,0.847012035
Company 693,126.1415568,435161364.9,4.720261897,19.57764393,0.026566998,1.672034328,0.827912062
Company 694,86.36145986,774105776.1,4.873107779,22.95035445,0.019985978,1.520069085,0.382824208
Company 695,67.22552371,602321507.6,8.424996233,14.3010892,0.047685181,1.452735483,0.589118736
Company 696,141.5930064,892630766.7,2.290263095,7.311237926,0.032105512,1.864333143,0.720816316
Company 697,93.29458299,443936634.4,3.871813609,16.44750738,0.014907518,0.527048015,0.241206775
Company 698,137.1857332,607482489.1,8.103216815,14.86198477,0.006323212,1.335571379,0.168141086
Company 699,73.15440729,631676245.5,8.253873746,26.67650456,0.042127725,1.681023273,0.972095993
Company 700,122.1710153,592105465.1,3.907649652,11.09988256,0.01810908,1.312003074,0.617557313
Company 701,129.8884149,702931139.3,4.645327831,29.16835569,0.033023486,0.985843329,0.981415722
Company 702,57.77353052,238196034.9,3.102530319,28.953453,0.023540821,0.704375848,0.337755987
Company 703,100.4906417,512851413.8,9.332293296,11.19079108,0.009946489,1.831344608,0.7030317
Company 704,70.16220154,105120578,1.274573281,13.70129889,0.03008433,1.206143589,0.222603637
Company 705,59.50624557,385126816.3,9.344119288,27.38889352,0.003034153,1.817172795,0.261200171
Company 706,198.4940349,488179401.6,6.870277873,29.16555552,0.020667123,1.378778184,0.511902121
Company 707,98.35307675,652572035.3,5.362564312,16.08597757,0.027330747,1.511288175,0.319618126
Company 708,171.4811669,950580521.5,0.423324702,13.02492614,0.021802349,1.706391732,0.167621564
Company 709,88.19609821,601050415.5,4.808402299,18.15235033,0.037433609,1.488733317,0.262880702
Company 710,152.2254083,743850322.3,4.13670624,22.19423016,0.041396248,1.097082261,0.035748394
Company 711,164.034179,506759793.4,1.696066239,11.83686288,0.038562154,1.270450076,0.704423621
Company 712,139.3458111,634469927.3,6.598455075,23.41182937,0.001940647,1.704568287,0.492116657
Company 713,120.7364283,71861283.92,9.714393983,6.291433928,0.009706439,1.060475445,0.094243066
Company 714,111.7761371,255137189.3,5.66566923,6.232362319,0.026830375,1.082182185,0.171693993
Company 715,102.33024,362491240.1,7.176057437,14.65719263,0.046741102,0.643535174,0.102534538
Company 716,189.4293716,473020861.7,0.77765948,13.8368298,0.041747839,1.871876653,0.612592808
Company 717,174.5929112,46603096.76,4.234903259,12.89083038,0.042126725,0.636554472,0.094210364
Company 718,194.7540366,140884073.5,1.251949003,17.27549407,0.01516041,1.472313766,0.754282333
Company 719,68.64458352,277537493.5,6.166678772,13.01833956,0.021472395,1.119791718,0.020510919
Company 720,159.6301213,971561158.2,9.390973366,9.806447962,0.023535297,1.108429085,0.249375788
Company 721,190.7510685,332015660.1,6.651599551,12.73673873,0.007868579,1.519327755,0.890666676
Company 722,77.18495992,482559017.1,0.860350178,29.37260682,0.001553407,0.600640599,0.718531318
Company 723,59.97444011,196901615,3.611195429,15.27783542,0.047345145,1.390558674,0.072968333
Company 724,161.1680974,611169291,5.551567456,16.11781942,0.012035629,1.658047679,0.821126104
Company 725,136.170967,281402532.3,4.091756786,19.41362475,0.011997445,1.742319137,0.493035122
Company 726,176.2743165,207785585.9,8.353075704,29.58351921,0.004168953,0.755795584,0.846783027
Company 727,70.96585649,517056055.8,8.165242947,11.04003191,0.046425388,1.846128575,0.600739774
Company 728,169.2900968,6500293.361,6.157127099,22.03205276,0.028986856,1.484219138,0.681833032
Company 729,80.24409801,8656368.617,3.797233657,22.89961734,0.033351843,1.822782201,0.99350156
Company 730,74.54839143,219849740.3,2.6278301,20.18311042,0.045578844,1.227921076,0.232335546
Company 731,74.63986969,37684641.14,1.14815575,7.214458491,0.017281008,1.313050018,0.623945575
Company 732,172.186208,108917728.4,3.613487067,21.9218069,0.031075366,1.878557416,0.46032139
Company 733,149.7795831,339521788.7,4.19040792,6.602367776,0.001939973,1.849864315,0.039451953
Company 734,128.4598137,802783093.9,6.790646959,19.90356624,0.009338626,1.17224131,0.014470642
Company 735,103.8245726,572476594.7,6.615782261,23.48952943,0.04156229,0.911618947,0.119228578
Company 736,181.5800811,513155058.2,0.794070582,10.27424727,0.038338418,1.089755652,0.649091741
Company 737,108.8667661,294195334.4,4.013067223,26.04055019,0.017532135,1.081646493,0.567163088
Company 738,172.4899159,931821965.7,1.899610785,5.758845138,0.018840531,0.930300312,0.553429561
Company 739,115.8702363,397618026.2,1.652445783,26.09532159,0.026677722,0.902869406,0.031856763
Company 740,106.5416644,88005674.03,8.290291282,16.50822627,1.21E-05,1.791594405,0.469302996
Company 741,119.4019679,617449449.6,0.514960645,10.4396985,0.012062217,0.604792881,0.924622818
Company 742,95.20668112,114724555.1,4.249910471,8.344453625,0.01041159,1.516416773,0.397591869
Company 743,162.141407,345877919.7,1.765216192,28.83267919,0.012524147,0.759230077,0.62492247
Company 744,125.4080585,507904526.8,8.805369135,6.81663969,0.040295292,1.01675884,0.779818676
Company 745,84.83190427,874348302.2,5.614701081,9.977335498,0.013983693,0.592314551,0.783925279
Company 746,184.936186,494053033.8,2.3906683,13.69555869,0.009576066,0.904960455,0.519280082
Company 747,107.5836832,702556507.3,5.074030143,20.50587122,0.025213173,1.652631607,0.857951945
Company 748,131.5329292,992824022.2,7.341714961,18.62002713,0.043282252,1.827522987,0.391378093
Company 749,185.9708166,132357630.8,9.585368288,8.14108731,0.012067485,0.832290728,0.888693215
Company 750,143.6356994,275456794,2.282415442,12.24319959,0.003926812,1.195321759,0.240227166
Company 751,67.53470611,395181499.5,8.873199544,10.96879428,0.017820237,1.205486072,0.280216407
Company 752,190.9748185,422406350.4,9.34961073,10.33857136,0.037382591,1.810362959,0.053120624
Company 753,144.156208,411610054.2,9.172563391,15.27860841,0.027534527,1.644198579,0.795581837
Company 754,100.2358422,907703391.6,6.390602133,22.60078631,0.040839668,1.269615828,0.417055236
Company 755,70.8908109,714318611.8,6.335224479,10.43632331,0.047979607,1.506120801,0.229116614
Company 756,169.1037784,608297308.9,4.091785269,14.16697199,0.039633124,1.771032581,0.231790278
Company 757,143.0109134,310063345.1,7.548739035,14.77293567,0.030190154,0.514308431,0.901399941
Company 758,130.0191638,823966593.8,5.359810782,29.41141324,0.024667079,1.104335047,0.8339166
Company 759,184.0838875,955105451,6.806636905,28.86665892,0.002003454,1.860864751,0.553530885
Company 760,168.2895817,821377084.3,4.341733248,25.00343957,0.049216099,1.610469546,0.6161108
Company 761,72.75123196,2563540.086,7.341814994,11.04147302,0.019174056,1.314262062,0.474325571
Company 762,96.75831017,636764968.8,8.262268024,6.700932852,0.007611411,1.294466791,0.391666543
Company 763,87.27337097,52084246.06,1.54971894,12.92260344,0.033335443,1.021655146,0.915476881
Company 764,161.5919439,258349613.1,8.346004184,11.66986374,0.014214414,1.2807808,0.125612704
Company 765,55.02986521,60465175.65,5.448935665,17.648145,0.029288914,1.483074799,0.41844679
Company 766,135.4834527,604191657.5,8.4621925,24.44319775,0.029338395,1.127544558,0.344561908
Company 767,164.3688029,686903323.6,4.369886893,26.45807347,0.022286491,1.57122972,0.49815072
Company 768,181.5148455,115373150.4,3.852500805,26.12160214,0.041805931,1.791848341,0.457631875
Company 769,101.3122623,384455044.2,9.159101252,13.99188903,0.013248353,0.732027272,0.518889532
Company 770,173.1885957,456780272.4,2.586575749,22.18085859,0.02243163,1.177320534,0.139918977
Company 771,66.59476054,369683968.7,8.45770202,12.82085494,0.026884606,1.112030137,0.513141502
Company 772,176.9678438,121903975.5,4.891803668,6.522638581,0.033181236,1.531197206,0.242418814
Company 773,69.12329935,419528842.4,5.189544881,22.53913164,0.039198593,0.874801198,0.184331349
Company 774,109.5930936,751426869.8,3.153835987,5.245688814,0.019740364,1.460376372,0.064834219
Company 775,169.5943049,71936656.87,5.773117786,15.22956469,0.032302347,1.816233863,0.762652559
Company 776,72.4876141,81099834.07,3.319590843,13.23448173,0.007530548,1.1271974,0.427441921
Company 777,84.38770928,355416520.5,0.488767201,22.33443846,0.046632405,1.86652355,0.626643683
Company 778,158.3378853,941783985.9,2.792786193,24.15613682,0.01915294,1.989745608,0.727593343
Company 779,158.0054805,668904074.1,0.16315253,12.6023659,0.036476071,0.659138075,0.679316665
Company 780,146.1721449,678991286.7,9.785712392,25.29067536,0.001017054,0.849579782,0.470500719
Company 781,154.0922667,362558070.8,9.660897377,12.34791901,0.010259357,1.925569627,0.387898529
Company 782,131.4086665,594067130.4,4.012037445,16.158159,0.024354127,1.93749153,0.37595991
Company 783,87.76985884,11121052.84,7.310871458,23.17546318,0.043912623,0.646560913,0.640048797
Company 784,101.854399,636459950.4,3.523480374,22.32300573,0.026362757,0.522497751,0.494794355
Company 785,77.23965752,913373660.6,6.743822255,29.68421181,0.046493524,0.741650035,0.849132248
Company 786,186.2675842,612960894.9,8.073757426,10.62902561,0.024189845,1.994019175,0.874701984
Company 787,137.5087692,873824894.9,9.472886822,21.55794784,0.024522455,0.769999425,0.170560378
Company 788,110.1277125,724249082.4,4.062101531,20.24204771,0.005987339,1.25382141,0.136233652
Company 789,119.3008705,121437858,7.854650031,27.87746136,0.040132812,1.77262659,0.630400926
Company 790,192.0925009,902550854,2.732691661,8.909053541,0.012348271,0.530602416,0.301225748
Company 791,73.00271047,67377400.51,9.904289808,23.79495409,0.044980624,1.406733473,0.018570719
Company 792,137.9344748,534433505.1,0.355119028,19.20671541,0.045541211,0.915538173,0.888642669
Company 793,125.8833018,142994986.7,6.074935184,11.86664674,0.047165506,1.793502375,0.226900767
Company 794,141.7181353,12694904.12,6.629109218,16.86087285,0.026011524,0.925191724,0.929280652
Company 795,52.71652757,422612225.9,6.911651015,13.34441493,0.033854689,1.53013358,0.717434451
Company 796,180.8185863,295745666.9,1.29183703,19.48283507,0.038925794,1.511329449,0.76265349
Company 797,189.8177424,486514493.3,9.391444856,27.22501527,0.006550731,0.832240323,0.201461496
Company 798,134.7699775,577622686.8,1.893714463,19.23262461,0.03004786,0.5521988,0.234194426
Company 799,154.4976236,44695333.24,6.265258692,20.79306046,0.001714895,1.113874361,0.521267754
Company 800,188.3749072,123880291.8,2.304493183,17.96869618,0.024878304,0.933789728,0.172099853
Company 801,156.0857951,559083754.1,3.141442529,6.279137661,0.007742134,1.713466624,0.305431693
Company 802,72.88085644,343824185.8,5.509939563,10.82146392,0.009146146,1.700546283,0.321462478
Company 803,136.443254,729444314.1,4.230214844,17.30004324,0.018252378,1.185535928,0.159629933
Company 804,141.007257,652639356.9,1.68623345,12.75588209,0.021621858,1.409768338,0.205182833
Company 805,113.6196007,845758758.6,1.792270384,9.544089944,0.031158621,1.406389274,0.788551842
Company 806,160.4666353,692800333.8,4.239633403,17.60332105,0.003721421,1.740737223,0.167195855
Company 807,190.1550522,430501146.3,7.597101485,13.07024484,0.025184588,1.137503621,0.028457392
Company 808,188.8352769,673293655.8,8.989850004,11.45269108,0.009131257,0.91317002,0.629354943
Company 809,117.6259057,276105793.1,0.932863856,16.59963544,0.028698759,0.897552377,0.975983119
Company 810,66.98570688,307007185.3,3.991728685,8.332106452,0.031870231,1.304288419,0.331213815
Company 811,197.7261798,789196174.8,1.092431081,28.19364333,0.027835463,1.173722304,0.118655703
Company 812,175.834713,446973096.9,0.264265558,26.69255245,0.036914776,1.160181156,0.570387325
Company 813,68.69940218,798581960.2,6.651014958,22.69051464,0.016780462,0.636706009,0.906354211
Company 814,188.1262824,822599951.3,6.064249475,7.65534569,0.03825533,1.577905611,0.78406178
Company 815,180.4844543,857704775.3,1.713889227,24.39693136,0.021638354,0.820605032,0.622515868
Company 816,127.8257086,916718600.6,2.414747048,25.1989332,0.024209225,0.795430445,0.315056497
Company 817,138.6913154,431554235.3,0.334706761,24.19411544,0.032405106,1.11913748,0.541880173
Company 818,109.8504056,319547951.5,8.365977336,7.849147178,0.000917919,0.841667512,0.091244841
Company 819,58.21424582,582616547.8,9.749436901,21.09769893,0.032699711,1.375787401,0.678945424
Company 820,100.2795862,371801251,1.441049414,25.85811989,0.030929257,1.057195009,0.725096019
Company 821,170.4280173,601473092.6,2.391604616,19.43383503,0.015492356,1.173367584,0.965031623
Company 822,50.69480345,705880276.8,8.697254287,21.16018438,0.004289714,1.305753982,0.260397359
Company 823,100.0248758,688716613.5,9.2719916,16.45908699,0.004546772,0.805303284,0.018456419
Company 824,109.725304,375178334.1,4.25431109,18.217683,0.046161187,0.733627434,0.545608464
Company 825,130.6093404,167693341.5,0.601162475,5.859421459,0.034463966,1.820632854,0.706790504
Company 826,187.9783425,431098809.1,0.489979154,20.97407555,0.006355131,1.150585554,0.790407476
Company 827,101.9518992,143451549.9,5.782103674,7.036180322,0.017836158,1.118140414,0.193738933
Company 828,102.0429803,890206938.1,3.989661578,15.87536486,0.02962415,0.553418225,0.261752869
Company 829,160.6251872,346531583.3,0.383659033,12.31637744,0.041778585,1.246964454,0.512590925
Company 830,117.8326911,155305287.5,5.874198684,18.63569876,0.002183046,1.331254582,0.33060081
Company 831,83.69072344,26422312.15,0.211895112,8.335408388,0.011831657,1.338261306,0.860511487
Company 832,117.8659274,646176563.9,7.894982386,22.29108505,0.04448745,1.560546754,0.473760154
Company 833,71.12855306,637265415.1,3.133684945,24.87528842,0.000458278,0.766222752,0.799578644
Company 834,76.45804798,341263562.4,0.49855423,9.083861244,0.010069955,0.878334701,0.58061976
Company 835,124.7551659,72640176.96,5.924686988,7.607827184,0.047951209,1.716095698,0.773090142
Company 836,112.8388174,410219266,4.037075703,8.63788707,0.030670092,1.920755925,0.332672987
Company 837,187.2268852,311906277.6,9.740624092,26.92818905,0.013083568,0.703899121,0.831416622
Company 838,104.3590849,677443519.1,5.487566759,18.20473154,0.003349555,1.246474332,0.274572316
Company 839,137.0882525,606173470.2,2.824867892,16.6815249,0.001409567,0.821264379,0.546098808
Company 840,144.8396432,365229134.5,7.12344476,7.667795478,0.012237254,0.590109753,0.214007113
Company 841,51.96416849,218674661.7,2.787770825,21.23890017,0.044074291,0.988255007,0.475526522
Company 842,149.5306058,988047930.2,9.052008585,26.6999898,0.020795683,0.715531438,0.31817521
Company 843,76.70539503,454547619.6,3.809747508,25.70464673,0.036016668,1.56489961,0.266703431
Company 844,194.1605476,688585961.5,5.543698771,20.65136772,0.045914252,1.300588121,0.966985018
Company 845,72.29940916,141412414.6,0.600673728,6.881967916,0.020402023,0.715751706,0.160074105
Company 846,112.1936186,486104110,4.318600256,7.809925679,0.009563869,0.513862383,0.787325837
Company 847,62.80245021,28509183.15,8.340399043,6.232724678,0.025855897,1.712235574,0.984164959
Company 848,199.5311378,505949662.8,8.075923173,11.43698041,0.045404184,0.764291609,0.019901484
Company 849,125.3292515,964053389.7,2.320753733,8.391536679,0.040218721,1.409324963,0.699027414
Company 850,139.3077526,384822506.3,2.338182803,11.50120101,0.003291492,1.00538287,0.252911806
Company 851,60.06147161,39957016.56,8.191322591,14.62645139,0.03462864,1.378228907,0.040487824
Company 852,162.4940706,31924835.13,9.31094436,28.5745696,0.028594876,0.97348044,0.402889579
Company 853,81.48583896,388598773.2,1.044073121,20.25940149,0.045373159,0.630409341,0.93521781
Company 854,184.7081434,160864911.5,4.55558053,25.87434464,0.006124071,0.834425013,0.011765094
Company 855,80.77094607,24328744.23,3.440797362,22.75878752,0.026701806,0.78208785,0.587885692
Company 856,78.6031581,756457400.3,8.719815709,7.812578263,0.043973135,1.142029029,0.501396479
Company 857,55.48245018,459064485.9,0.926896655,23.39801016,0.020501189,1.487425675,0.873384164
Company 858,120.8100418,289955527.2,2.190146831,11.87747204,0.024099746,0.895709112,0.084001715
Company 859,134.72617,900183099.8,7.549436542,20.97769617,0.003523034,0.518104903,0.68152603
Company 860,59.85629591,117022821.2,0.607809105,13.52404934,0.013907182,1.278406046,0.680109698
Company 861,166.3291425,955962910.1,4.976100269,29.94180658,0.016225332,1.408639234,0.669080017
Company 862,117.9933252,314652750.7,4.476859643,11.58878699,0.047256122,1.944305741,0.942334495
Company 863,128.6585404,888515268.6,3.410571672,11.97826177,0.014133368,1.384206205,0.823087529
Company 864,116.114412,603339933.6,4.006265922,28.26680639,0.023043437,1.206758839,0.041972726
Company 865,110.1144591,826880652.4,5.346411811,5.616110116,0.033565221,1.360102439,0.471082851
Company 866,133.9460497,984029150,1.697536848,22.4172247,0.008109169,1.891850945,0.397953056
Company 867,73.28603689,289117032.4,5.762759195,23.13315977,0.024322119,1.742567218,0.310147221
Company 868,77.28921957,961174349.9,8.07378006,25.90946444,0.036926952,0.9844681,0.451336725
Company 869,179.2678432,390092413,7.625593205,29.36098277,0.043342761,0.855881545,0.384194185
Company 870,191.9173193,386126392.8,1.623609056,29.39004798,0.031312964,0.893950419,0.4323339
Company 871,105.9963974,341046717.2,1.57756975,6.631918939,0.033452676,1.25663156,0.979261866
Company 872,90.61170097,541866199.7,2.754926241,25.54598307,0.006314174,1.616074177,0.088632975
Company 873,146.5999315,154990898.1,3.674639791,21.15774834,0.047288825,1.254828811,0.92223087
Company 874,111.3101257,554157773.9,4.143710256,21.18355336,0.006628704,0.601694594,0.480236713
Company 875,53.80795335,542163107.6,6.829002447,8.208748165,0.038733647,1.585371051,0.623742245
Company 876,73.4228896,762139910.8,0.661136278,21.25467916,0.013240816,1.708955193,0.830182967
Company 877,157.3958343,833816312,0.443259772,29.56206452,0.046679657,0.934246798,0.360463029
Company 878,148.8385913,441000909,3.979914573,27.79546424,0.035997977,1.496188609,0.430421908
Company 879,54.06439888,303030916.1,7.001920552,15.97826652,0.037690686,1.139887852,0.40951848
Company 880,83.29582429,260075562.4,2.015009895,5.998699332,0.010952959,1.833679034,0.374731023
Company 881,84.66121949,195429212.9,6.450894364,14.05733725,0.022151999,1.767838337,0.925529322
Company 882,150.7839115,58589934.62,2.672298566,25.65975779,0.03089066,1.288147997,0.828929891
Company 883,52.95658066,343105530.9,8.872252477,22.53747754,0.038498681,1.537258319,0.10899999
Company 884,65.6162873,270977444.4,8.967330448,16.48359139,0.005197969,1.825024552,0.108123352
Company 885,169.9874128,966450968.5,3.043143322,6.377538379,0.048118266,1.243575515,0.427869515
Company 886,76.78169931,558151117.4,2.376938164,15.6723682,0.044511034,0.969876111,0.098657377
Company 887,147.9119162,347929762,4.171909323,16.72562349,0.01351743,1.630499207,0.619093095
Company 888,85.72741716,580887133.4,2.481262693,28.21388832,0.041138012,0.830099382,0.143691607
Company 889,64.91620891,140057504.6,6.756600049,21.02715259,0.025916196,1.082796722,0.522373264
Company 890,86.47582865,444599705.5,8.278040377,12.79132292,0.023090324,1.798590856,0.007219947
