Car Model,MPG,Engine Displacement,Horsepower,Weight,Acceleration,Number of Cylinders,Origin,Curb Weight
Ford,47.28112422,1.620104021,392.7490949,3495.754854,18.67181005,4,Japan,2898.579144
BMW,14.10038912,5.089463463,169.5854824,5803.765407,7.425691675,8,USA,3764.387665
Audi,47.48913949,3.990522134,244.4864236,2088.811252,10.53323782,6,Japan,3109.943518
Ford,37.51542889,5.393530477,354.9208626,3214.895407,11.35934269,6,Japan,3619.204597
BMW,12.71348236,3.36003807,128.2786433,5684.277945,10.40799377,4,USA,2802.088961
Honda,22.03854268,4.889551722,244.6160751,3283.741753,16.97743945,4,Germany,3717.934135
Toyota,38.32688355,1.749576274,313.9197865,3009.011335,12.86056505,4,USA,2625.196639
Mercedes,12.69402406,2.8411162,498.4897972,4136.88164,13.58149725,4,Germany,2905.83656
BMW,33.28681841,1.768066151,289.813425,5295.207,17.79520338,6,Japan,3732.928925
Toyota,23.83532228,5.401372534,426.4227028,2412.587044,17.0889223,8,Japan,3620.738833
Chevrolet,34.83662071,4.767895629,272.826914,5772.082839,6.983172842,8,Japan,3251.870132
Honda,11.82968135,4.910189685,418.556289,5180.291525,15.70871876,4,Germany,3509.189161
Audi,44.86147225,5.251860926,338.1659206,2725.001022,11.53154193,4,USA,2778.361037
Chevrolet,48.93955877,1.840413944,454.6381766,4848.031845,9.419733546,6,Germany,3501.645434
Audi,48.75511421,3.04239037,264.3770209,3539.834891,5.750282314,4,Japan,2511.964251
Toyota,39.98607327,1.784139556,341.7217679,3609.178712,12.30874341,8,Japan,3749.823801
Honda,15.20344961,2.343172406,352.0074722,5133.16037,10.33155021,4,USA,3274.431412
Nissan,40.33052784,2.417463108,266.9531767,5851.139232,8.772695595,8,Germany,3915.817677
Honda,10.98347666,3.376428844,157.7248175,2506.623491,15.42007594,4,Japan,3217.246401
Honda,10.88494206,2.57424867,137.4237628,3682.520948,16.54228081,4,Germany,3149.630923
Audi,22.94440877,1.903912427,106.6686202,3923.766432,8.671842785,8,Germany,3175.079219
Nissan,29.54572762,2.169964356,449.4137057,3505.247268,5.74171155,6,USA,3039.59293
Ford,40.81629671,2.089102254,194.5899649,3452.756495,17.73129051,6,USA,2750.012626
Ford,37.33181506,5.392307192,184.6026997,2209.07467,5.149396118,4,Japan,3763.09409
Ford,27.83610826,4.537170028,394.4141602,4742.154482,19.05668741,4,USA,3083.628112
Toyota,20.94506665,5.371045861,228.0064452,3744.857668,14.41429811,8,Germany,3293.662642
Honda,49.88498001,3.258961946,302.417877,2779.175211,9.827699528,8,USA,2529.830375
BMW,27.04725209,2.613473927,165.0044261,5264.134009,8.697168644,4,Germany,2590.380809
Nissan,28.05548097,4.693172789,483.8982886,5210.242993,5.135084964,8,Japan,3395.774844
BMW,16.54495285,2.805015672,440.63256,3945.566512,8.532071255,6,Germany,3818.842124
Toyota,41.79238195,2.697533495,445.5158492,3193.802645,7.065924523,6,USA,3240.093742
Nissan,37.74728903,2.430023969,262.7094994,4552.370903,14.18249331,8,USA,2747.461871
BMW,18.83078451,2.018715913,404.9444855,3152.608543,7.498183829,8,Japan,2674.190972
Mercedes,13.29524182,2.525852244,157.5504622,2944.031721,12.92944756,8,USA,3849.682002
Audi,37.21997208,2.921278994,103.447601,4922.058616,13.85174634,6,Japan,3552.456781
Toyota,36.18044857,4.195976833,107.989173,2161.300959,9.470625475,4,Japan,3949.293332
Toyota,20.93038108,1.750259369,334.640695,2379.073884,5.525974235,8,USA,2623.522932
Mercedes,48.03454249,2.342027759,282.1579621,2027.152696,5.558808209,8,Germany,3853.919283
Toyota,16.04231567,4.736094561,307.2061396,2611.772746,5.395209983,8,Japan,3768.448469
Nissan,27.29339204,2.087687694,102.9852562,2275.960035,16.08687001,4,Germany,3839.777774
BMW,47.74463681,2.870580586,269.0746479,5983.209471,9.770145572,8,USA,2508.644435
BMW,26.78909268,4.958635687,387.2272645,3155.23988,16.94450279,8,Germany,3612.855221
Chevrolet,35.54103791,2.119701245,277.0774808,2597.072051,11.47599236,6,Germany,3323.407171
Toyota,25.90377592,1.830947342,392.8876825,2963.985032,11.79497151,8,Germany,3359.769151
Ford,20.96860809,3.43815198,193.2075858,5744.502286,12.69323904,6,Germany,3203.802981
Honda,49.35910592,2.709678045,425.2568018,4080.640892,15.69547185,4,USA,3614.015377
Audi,26.37336025,3.753633458,335.3724962,3459.272385,9.102542987,8,USA,3999.758936
Audi,45.76396815,4.715219562,184.3052398,5493.565832,6.823810243,8,Germany,3565.807539
Chevrolet,19.19818424,2.048593953,194.6881903,3579.961082,13.34086003,6,USA,3517.075624
Chevrolet,18.52418816,3.822796338,351.2121858,3340.03428,9.904664349,4,USA,3481.656574
Nissan,11.24536332,3.522035042,431.9758373,2829.13009,11.63736971,4,Japan,3542.817505
Chevrolet,36.06667302,2.076315144,266.2511128,3511.187296,14.70420063,6,USA,3013.168701
BMW,24.74105375,3.995993942,203.3201717,3266.737424,12.41188612,4,Germany,2980.329615
Nissan,44.57432999,2.594561671,446.8046428,4709.215837,14.30418226,4,USA,3676.506967
Nissan,28.92839627,3.451337274,367.7073167,3158.330819,13.16300003,4,USA,2579.632026
Audi,48.72773712,1.829089297,279.2341949,4308.798986,16.09694558,4,USA,3638.871607
Audi,17.42102063,3.338336229,295.1600781,2263.56866,15.58904927,4,USA,3720.762378
Ford,44.74492672,2.725853872,181.7025872,2765.156627,13.01284838,4,Japan,3282.396939
Toyota,41.06387411,4.789524845,350.721052,3629.621086,15.18354531,4,Germany,3865.222143
Mercedes,40.83687379,1.727914908,243.4970042,5747.797016,18.10339403,4,Germany,3209.631156
Mercedes,43.79132912,3.1744291,498.2580707,3509.007943,11.48406932,8,USA,2767.130002
Chevrolet,40.44095964,3.333725697,292.0734061,4656.296485,11.19144609,6,USA,3042.097973
Toyota,35.04881287,4.400024305,294.3542425,3020.34889,16.46368431,4,Japan,3858.801259
Toyota,15.24979511,3.7971503,326.340715,2508.134304,13.73830756,6,USA,3990.607432
Toyota,11.30104718,4.168849349,466.7024012,2234.1464,6.065101703,4,Japan,3132.78095
Nissan,46.83391391,4.608197143,420.3272399,3221.653994,18.38168024,4,Germany,2750.269818
Toyota,34.66601258,4.948811895,280.4520279,2630.644107,5.461746534,8,Germany,2929.49392
Chevrolet,41.86149164,2.755501987,387.4797064,2696.041792,16.22594534,6,Japan,3329.944514
Nissan,29.26089406,3.652090821,334.4941995,5043.037234,16.38191214,6,Germany,3358.143877
Chevrolet,14.69232756,4.860432314,296.9468195,2063.352284,19.29666628,8,USA,3445.08911
Nissan,15.00743169,5.457804524,176.9263091,4231.240503,5.812016126,8,USA,3753.030059
Mercedes,37.42261149,5.058077244,285.5745054,3517.845522,13.95285291,6,Japan,3566.821228
Honda,27.2122358,2.98586905,198.3274348,4026.2,11.41760856,4,Germany,2891.26034
Honda,18.02098907,2.280666069,465.9368599,4251.320949,9.959494323,4,Germany,3092.566091
Mercedes,29.66378187,3.45757015,234.1627254,3253.470778,6.354778404,6,Japan,3759.724876
Honda,12.56835748,4.466565807,480.9056058,3180.435441,13.4398118,4,Japan,3450.074006
Honda,33.27885608,3.470276283,313.222116,4933.607397,12.18561089,8,Germany,2749.627072
Mercedes,20.75973618,3.432723453,352.6177515,5485.107952,6.568316872,8,Japan,2988.308206
Nissan,41.90236403,4.852921684,317.1761778,2770.32653,14.18734261,8,USA,3686.636369
Toyota,22.41447836,2.945615116,151.7522468,2390.475042,16.0692968,6,Germany,2758.141185
Mercedes,28.20880596,4.939178699,250.3284876,5591.183226,16.50917452,6,Japan,3536.575979
Ford,10.4648216,3.127219204,139.6584449,3399.581855,18.58059782,6,Japan,3345.304804
Audi,12.89787551,2.812932423,349.1816177,4205.269563,11.14206113,4,Japan,2721.21236
BMW,25.69974226,3.315959645,278.7496781,3438.172578,19.29609153,6,Germany,3533.318386
Ford,29.19755339,4.549787835,411.1939886,2503.209345,17.98144108,6,USA,2713.523456
Honda,34.00082192,2.004008111,188.1881924,4357.32658,9.447523565,8,USA,3097.653369
Toyota,21.66650315,2.285676863,165.8264234,4100.563407,7.38924556,4,Germany,2962.839887
Chevrolet,37.79927545,5.305779303,262.5328924,2811.974237,11.53084094,4,Japan,3535.014929
Toyota,44.40489589,2.20196651,470.6341533,3807.476179,11.02848062,8,Germany,3673.543535
Chevrolet,41.19403956,3.770909272,384.168726,5187.790016,13.63578958,4,Germany,2752.474873
Ford,11.58475301,3.817257867,267.5694499,4361.704412,13.75079348,6,Japan,3717.995114
Toyota,29.22027789,3.458497848,306.9088679,2387.669308,16.24980477,4,Germany,2510.821084
Toyota,14.19720714,4.078980994,133.6852045,4192.085989,12.64834922,8,USA,3295.087821
BMW,19.68180063,2.419306903,493.8303586,4810.953197,6.572339614,4,Germany,3275.183335
Mercedes,49.46650373,3.710649071,366.5629219,5170.813623,17.87437003,8,Japan,3435.732146
Ford,15.69982172,2.988693021,214.1616274,4516.470315,9.646468748,6,Germany,2859.550796
Toyota,29.95552614,4.146669039,334.3233577,2610.632658,19.5694619,6,USA,2514.785245
Chevrolet,34.72622937,2.064894173,143.7929464,4840.693066,6.76790163,8,Germany,3182.144374
Audi,38.09859882,3.783509667,486.3346675,4709.367384,19.37376758,6,Germany,2607.109317
Toyota,32.38594734,2.241081422,169.9139952,2097.707532,6.365177103,6,Germany,3838.29083
Chevrolet,10.3908339,2.614572252,359.2121272,3646.99067,8.465542069,4,Germany,2760.499489
Honda,23.05845233,2.374839201,198.181785,3331.800988,5.698699131,6,Japan,3137.849451
Toyota,30.70846574,2.231351119,387.0245531,4677.648257,15.5766972,8,USA,3151.000585
Chevrolet,13.51465997,4.802843806,410.7285469,2864.543249,17.75448105,6,USA,3329.296972
Audi,24.02507725,2.642830271,369.3678916,4363.487692,11.51106623,4,USA,3673.798523
Ford,11.32812435,5.208495127,345.7997841,5652.823847,18.92783113,8,Germany,3208.222226
Honda,13.14313989,5.379706101,456.9876376,5191.209489,13.85448608,6,USA,2538.629901
Toyota,25.87693105,3.78504188,131.4506844,5685.830945,14.45010703,6,Japan,3656.665617
BMW,15.30863016,2.072004491,232.3659063,5914.023868,17.68128803,6,Germany,2623.259972
Chevrolet,32.70163393,2.998192974,199.3149919,2042.680508,9.452003076,8,Germany,3462.329938
Audi,37.57859877,4.690929053,495.2055848,4490.965106,10.31398582,4,USA,3705.144263
BMW,42.02346796,2.969562915,255.7559119,3651.357591,18.58927879,8,Germany,2924.035259
Toyota,18.00600977,1.848068873,393.0450797,5439.417961,18.51445244,8,Germany,3173.659723
Chevrolet,16.69930329,3.727139644,373.8900656,3007.258808,19.64724164,4,USA,2521.503763
Toyota,14.18271361,4.880483406,184.832495,5924.117956,18.52757475,8,Japan,3705.812799
Honda,35.45720998,4.683705549,195.5990721,4454.831878,6.910580541,8,Japan,3554.891635
Audi,38.25902906,2.200492561,212.5138254,5174.149609,17.35586429,6,USA,2847.081092
Audi,11.26344579,4.191058458,264.4509113,2342.398211,11.14757717,8,Japan,3085.339297
Honda,47.44848985,2.382017054,193.7300263,2733.831539,19.86202034,6,Japan,3542.974753
Toyota,12.07885135,2.372830138,107.8605931,5033.614692,12.08421446,8,Japan,3037.244683
Toyota,31.65185341,4.996287093,451.7572227,2087.946088,13.30754124,6,Germany,2743.622163
Nissan,38.36242078,2.498675811,486.2439326,5267.511944,12.94662373,6,Germany,3277.758293
Toyota,44.83876495,2.552989386,236.6281548,2055.796075,9.826055448,6,Germany,3585.351355
Audi,38.56347729,1.502613563,235.4027518,4628.475356,6.125331333,4,Japan,2981.214261
Toyota,42.06912332,4.982676137,102.8367251,3460.375681,18.43476846,8,Germany,2682.658407
BMW,23.5780077,4.670379253,372.1002753,4445.979411,17.04013719,8,Japan,3744.316243
BMW,42.59300455,4.00931574,430.1759583,4784.125628,7.092901708,8,USA,2879.2028
Honda,13.20459386,4.501063056,158.6433201,3369.900877,16.65152407,4,Japan,3269.222431
BMW,45.79266624,2.10819427,163.8665397,2431.849792,14.38769999,6,Germany,3537.014724
Toyota,31.90369505,3.333294378,416.0333,2278.583471,11.13715682,8,Japan,2975.612801
Ford,42.6919108,2.904877549,346.5162993,4355.74409,8.810317236,4,Germany,3472.954806
Mercedes,28.09273138,1.875106105,117.9442231,4082.621415,17.89593175,4,Germany,3189.56426
Toyota,35.74310781,3.444521941,349.0187962,4968.804036,15.50282389,8,USA,3355.654983
Mercedes,31.05610644,5.182958601,223.5670891,4038.94204,13.21609864,6,USA,3385.864155
Audi,39.26358087,1.660236476,247.4900622,3689.78316,14.14352801,4,Germany,3736.22603
Nissan,13.26519928,2.665843654,407.8925673,3592.348713,6.365992731,8,Japan,3484.48941
Chevrolet,12.41408336,2.330163745,424.3740771,2105.78761,12.10879641,6,USA,2896.460038
Audi,19.88412936,2.452586615,260.1426507,3342.228807,7.905504392,4,USA,2589.406512
Mercedes,16.3817872,5.133738208,478.8611744,5904.08063,8.125755185,4,Germany,2502.978316
Honda,44.87134266,3.372276217,262.5850872,5494.222305,14.91955943,8,Japan,3856.626077
BMW,18.76855949,3.365197652,408.7344141,3317.512268,18.66884228,8,USA,3913.165078
Ford,49.03461023,4.54230257,293.5509058,4351.18162,11.05634916,6,USA,2641.167231
Audi,23.47583167,2.117968816,459.0129306,5389.186982,8.116239095,8,Japan,3230.580427
Chevrolet,17.28471663,3.449061416,463.1044975,3765.097347,14.73120406,8,USA,2727.392805
Ford,41.58794029,3.219940856,134.9667231,2071.831455,18.0678057,6,Japan,3923.12363
Honda,36.34831102,3.887642762,474.5973325,2298.041847,16.22478202,8,Germany,2870.248775
BMW,29.92782866,5.498230813,430.2139366,4041.570885,18.03135846,6,USA,3252.470643
Nissan,32.21454204,4.577795576,416.5242857,5877.757503,13.04832007,6,Germany,2748.430288
Mercedes,38.76807113,3.091462812,180.3645359,4772.838169,16.27814367,6,Japan,2999.141627
Audi,19.13818965,4.810212209,422.0476835,2283.664766,7.10096839,8,Germany,2900.209541
Audi,49.85335664,2.182833453,440.0530939,2757.443503,10.22411923,6,Germany,3213.139064
Audi,48.99172649,1.621854745,215.6601338,5085.292573,10.84323747,8,Germany,3129.672943
Mercedes,36.01302745,2.31779349,480.9040313,5365.75904,12.66943619,6,Japan,2996.196692
Honda,17.98169804,2.861646224,119.9440586,4470.778345,18.9361454,8,Japan,2658.816426
Ford,37.2091297,3.54232303,159.9637013,4577.692679,18.1144484,6,Japan,3226.730533
Ford,12.88793636,3.960516562,315.0324552,2113.349802,7.017882384,4,Japan,3775.312027
Honda,11.22610009,5.142422869,330.3169884,5314.121038,7.591844778,4,Japan,3595.335005
Audi,20.30731554,3.539416038,358.0600333,5153.100833,10.36460824,4,USA,3580.862326
Toyota,28.50491827,3.505102579,106.7876517,3036.140576,9.361157988,6,USA,3049.137605
Honda,44.73090022,1.700972039,484.1467098,4834.70688,14.2215643,8,USA,3562.628621
BMW,39.08676279,1.639646211,117.8352371,2859.418426,18.54164072,6,Germany,3198.297222
BMW,39.70826085,3.704639848,157.2247811,2161.320644,19.43437313,6,Germany,2725.414136
Nissan,27.01973338,3.252714453,105.605807,2804.54617,14.80404429,6,Japan,3128.574625
Honda,23.8373997,4.85672158,326.7433733,2714.515507,17.57238802,6,Japan,2699.107947
Chevrolet,24.84155052,2.142718339,472.9067536,3350.991987,12.878033,8,USA,2671.724228
Mercedes,49.50598255,1.599886648,366.3788664,3673.797989,8.124904203,6,Japan,2534.588963
Mercedes,11.60436766,3.296155072,429.0629874,4034.155566,12.87032618,4,Germany,2924.281451
BMW,44.68125984,2.449914227,105.3124814,3907.015502,13.32623902,4,Japan,2996.312176
BMW,33.14701634,1.698457493,316.8061194,3082.698424,16.13686346,4,USA,3549.165569
BMW,27.54461677,4.398393147,283.825191,2116.682674,8.298244846,6,Japan,3307.007177
Toyota,39.01030642,1.946372,299.5871777,4420.406489,10.52465573,8,Germany,3787.674568
Chevrolet,29.46675766,3.933278,128.8852741,3582.979319,10.46041204,8,USA,2764.70594
Audi,44.93692952,2.624199001,373.7741444,3194.68863,19.39159394,8,Japan,2898.934969
Audi,46.02807456,2.193984201,301.2881659,5467.764171,11.6591744,6,Germany,3911.614167
Honda,26.86883707,3.019006092,406.0595399,4986.973231,16.32640951,8,USA,3166.067872
Toyota,21.07311189,4.705783105,294.1162536,5431.062193,16.26217072,4,USA,3683.576415
BMW,33.69401314,3.068374308,159.7526545,3979.931179,8.983162772,8,Germany,3238.251473
Audi,46.49453382,4.503078597,359.3027816,2523.725009,13.57804534,6,Japan,3206.628486
Chevrolet,18.42648756,2.001945187,168.9545448,4784.885744,18.4145434,6,Japan,2722.174432
Audi,34.91866334,4.591085679,448.9578253,2824.29512,12.12796579,8,Japan,3776.799416
Mercedes,35.2624088,2.4477333,345.2464956,3764.918676,19.17676261,6,USA,2617.532921
Chevrolet,39.3245209,4.20957252,162.8815534,2260.003156,8.21687344,8,USA,2965.391642
Toyota,15.26270741,3.763126219,484.935223,5301.23361,6.112386587,8,Japan,3510.202108
Audi,38.63299859,5.216578869,307.3461853,2503.762564,18.3718081,4,USA,3260.886326
BMW,46.36130083,3.049290072,129.1593807,5612.390028,17.71521797,6,USA,3822.06749
Toyota,17.18732435,1.764660755,350.7331618,5456.922409,19.88884814,4,Germany,2558.946929
Mercedes,19.501733,1.576621942,201.2795628,3858.331058,15.19090232,6,Japan,3474.111279
Ford,48.85580376,4.807434244,421.4773808,4977.472817,19.0503189,8,Japan,3216.198206
BMW,17.23907811,3.598942551,427.1288294,4477.780295,17.40423538,6,Japan,2731.467735
Toyota,44.17540373,4.600976207,491.5789423,5212.302569,17.666395,8,USA,3614.877861
Honda,29.69111426,2.4377024,300.7478124,3727.220403,13.53712356,6,USA,3116.960283
Audi,19.88924298,2.880334982,281.9827519,5143.233937,10.73546897,4,USA,3297.372856
BMW,44.82999605,1.620415489,401.3902422,3849.827268,19.01837109,4,Japan,3950.8991
Nissan,27.8122102,5.345969298,152.9882625,5763.863151,11.48175763,8,USA,3229.345122
BMW,30.59269416,4.171471627,318.7662055,3945.488403,13.08229051,4,Japan,3735.059298
Ford,24.36933478,5.232820351,318.4990401,3850.477088,11.69171461,8,USA,3654.366285
Toyota,33.71803406,2.56198563,135.7892491,5140.287446,13.47227471,8,Japan,3494.131887
Mercedes,16.5409549,3.945854445,267.1936342,5286.310767,12.05757618,8,Germany,3845.218215
Nissan,25.64326147,4.213999873,441.3139194,4217.956457,5.719513379,6,USA,2877.40247
Ford,48.77649289,2.770198801,442.4614488,2719.191254,18.23072279,8,Japan,3731.156847
Honda,20.32533731,4.89243694,139.695066,3871.032924,11.66590728,4,Germany,3066.681233
Mercedes,36.26946658,5.288645852,136.2883531,5872.290012,13.83415473,6,Germany,3718.736335
Mercedes,23.00760257,5.039420471,205.0781908,5011.944772,7.087817041,4,USA,3240.683027
BMW,40.93892503,4.456267904,449.906425,5244.650416,5.05081772,8,Japan,3786.563879
Audi,15.23494643,2.609858719,151.561034,2131.301995,8.679351405,8,USA,3842.265307
Nissan,48.7928418,2.626464168,387.9987211,3871.437851,15.56879048,4,Germany,3396.465814
Audi,28.15158166,5.353441282,140.4662478,4586.484535,6.487917952,6,USA,3261.440435
Mercedes,19.44201853,1.541137984,349.2551415,5320.130735,18.63331161,4,Japan,3674.920215
Toyota,12.93986989,4.364199893,242.4269196,2197.094614,8.22533854,8,Germany,2900.479305
Toyota,16.7903162,4.32498465,415.5655852,5409.755543,8.068904214,6,USA,2523.023022
Honda,30.79095794,3.990758164,193.4761795,4193.603747,7.722619424,8,USA,3110.641874
Ford,23.48012706,5.460435384,355.6807318,2789.255882,5.209725695,8,USA,3261.661199
Nissan,43.15533464,2.747517743,194.2730138,3269.020866,16.57708203,4,USA,2945.894079
Honda,27.23550095,2.859887455,385.4641132,3127.718207,18.12551797,8,USA,3075.042823
Ford,19.9485709,1.815757612,449.4712138,4123.436137,14.21244054,4,Germany,2699.587349
Chevrolet,34.68579946,3.271192546,150.7207197,2206.74272,7.822999725,6,Germany,2915.934855
Chevrolet,38.27108868,2.544194105,446.6382754,2634.144634,9.279169954,8,Japan,2860.143022
Ford,16.68167632,2.873546809,337.4301018,5250.772174,12.13890046,8,USA,2951.480281
Toyota,16.70476865,4.838287161,150.8441963,2530.415963,19.31518927,6,Japan,2948.581166
Toyota,11.46685708,5.241938054,271.0167421,2933.585078,8.710270577,4,Germany,3338.452557
Chevrolet,39.4560806,2.242932288,164.3441174,3813.482422,15.97468856,8,USA,2875.89541
Mercedes,36.5521811,2.990035726,380.1391555,4068.483552,11.59172335,6,Japan,3911.441895
Toyota,28.98523503,5.214522248,403.5472538,5054.441918,9.467710225,8,USA,3266.912246
Audi,43.76681796,1.747233843,142.3186081,3789.329707,11.83873906,4,USA,2693.44901
Mercedes,42.22680612,1.869442112,302.4559411,5159.458484,6.068100763,4,Japan,2919.409406
Toyota,33.41417458,2.151163957,425.8500224,4473.385228,16.98031056,4,Germany,3594.636244
Ford,44.73085122,3.880851337,474.4652166,2452.398958,8.64952892,4,Japan,2520.488558
BMW,18.2336484,2.101889084,305.4071467,2625.325754,15.88118185,6,Japan,3906.726979
Ford,14.47678478,5.372305526,480.1116894,3748.134902,6.025225572,8,Japan,3167.765383
Toyota,20.78998446,3.286858109,314.2755882,3587.557572,19.32647834,6,USA,3281.618534
Ford,12.28347424,3.506071841,257.6761978,4974.177079,7.895224781,4,Germany,3982.618354
Nissan,31.24678112,2.486634463,439.2812514,4322.948559,18.24113114,4,Germany,3255.104629
Chevrolet,47.46422769,3.38384101,297.1930842,3552.532324,17.14209814,4,USA,3921.615992
BMW,11.57374163,4.147654531,288.7610042,2683.041134,19.51789886,4,Germany,3872.846674
Mercedes,14.88439656,4.504708548,296.1249958,2907.348409,12.16835991,8,Japan,3911.973293
Mercedes,28.08796113,4.515472331,438.7140007,4302.004074,15.91095941,4,Germany,3718.559586
Nissan,47.3550007,3.811564451,432.7766167,3693.75522,10.56065986,8,USA,2944.597127
Nissan,22.6462442,5.1174391,261.407997,4059.710035,7.76552357,4,Germany,3019.573726
Toyota,30.28939235,4.769631389,233.3199439,2682.709741,11.64613899,8,USA,3047.476102
Toyota,11.66291436,4.528192459,296.7712096,4651.625009,7.486235231,8,Japan,3968.771259
Mercedes,15.93372804,1.722422087,329.1090039,5410.154963,19.73066934,4,USA,3041.133256
Nissan,49.46520492,1.527511849,195.3348843,3031.758027,6.443697367,6,Germany,2663.033964
Nissan,48.60474786,2.349789109,417.5820339,3966.056903,13.83817585,6,Japan,3667.493342
Mercedes,10.19759924,4.154094376,294.5931063,5902.109316,14.39695783,6,Germany,3049.094937
Honda,48.07247142,3.144789956,233.6182194,3332.966962,13.07119314,6,USA,3431.403868
Honda,35.56479751,3.109625037,142.7283972,4380.18538,14.93278829,6,Japan,3886.540618
Audi,44.71673178,5.038347553,195.5380642,2360.782801,6.742711625,4,USA,3363.258365
Chevrolet,28.18959423,5.082251393,479.7124687,4424.06001,13.32527786,4,Germany,3456.550268
Nissan,30.62384114,5.136701056,222.0398747,2358.527093,9.308188567,4,USA,3464.293847
Ford,29.55386321,2.755512306,167.5437157,5836.941741,19.10264095,4,Germany,3418.598779
BMW,36.6745703,4.264223251,284.2691167,4862.650608,16.4310748,4,Germany,2739.654066
Honda,15.58605019,2.586532725,222.8350973,5152.639153,19.58771723,4,Japan,3184.623122
Mercedes,11.19894359,2.262439332,114.0637001,4816.417443,5.563341046,8,Japan,2511.49603
Toyota,22.31719766,2.238529829,229.2580869,4358.916144,9.276997628,8,USA,3439.397206
Nissan,38.18723051,2.868430483,317.6434496,3799.651124,7.9313388,4,Germany,3363.037443
Ford,18.07413808,3.219830479,320.6849488,5433.493519,5.16731881,4,Germany,2977.205829
BMW,36.93729733,4.823796684,242.6235685,5827.34267,8.634885954,8,Japan,3285.843255
Ford,48.79648184,1.979564374,278.9211025,3996.144692,15.18163975,8,Japan,3239.586673
Audi,13.75602863,4.43970339,486.2071673,5726.140197,8.466333832,4,Japan,2876.372824
Ford,36.90408473,3.625819657,250.9393909,4333.33164,12.63505168,8,Japan,2939.931322
Toyota,27.75000877,2.651781371,203.2907253,4153.536748,18.31727172,6,USA,3643.811495
Honda,44.72569018,3.471278338,197.3868176,3817.930932,15.40636881,6,USA,3633.598479
Ford,17.08599158,2.699768279,283.1058451,2837.151046,10.91943605,6,USA,3204.673225
BMW,37.70503809,3.884327821,403.8080595,2014.878643,10.58703408,8,USA,3576.263429
Honda,43.52461159,3.235375691,182.3952737,2966.024907,11.83603721,4,Japan,3176.20192
Audi,47.78456878,2.157622116,383.7184509,4038.892686,7.655621616,4,USA,3777.061052
Audi,37.32992113,1.966332298,108.4599293,3519.839809,14.51001151,4,USA,2999.210023
Chevrolet,29.88699056,3.686782728,267.5731912,3793.940912,10.46229229,8,USA,3890.93875
Toyota,34.71388961,5.109652133,410.3460261,5922.592878,17.78548024,8,Japan,3313.425476
Honda,44.75619938,2.875830746,235.4931823,3401.089483,16.3482899,6,Germany,3303.531792
Audi,32.82438987,4.432000429,325.4948406,3808.731757,14.15769746,8,Japan,3506.215576
Audi,11.21548239,4.13464542,181.9916931,2534.062205,10.46303334,6,Germany,3011.284016
Honda,47.23794782,5.226219657,396.7981565,2191.83093,8.148977475,6,Germany,3586.494356
Ford,37.58107004,4.783924069,120.9116413,5101.638058,16.64227796,4,USA,2980.637654
Mercedes,37.06053543,3.766421036,441.017058,4282.7327,12.29613648,8,USA,3096.308245
BMW,18.6270061,4.128121993,179.2785546,5042.819224,8.371250573,4,USA,3512.055155
Ford,36.35541881,5.093545866,449.7592127,2599.451196,7.927619226,4,Japan,3067.673652
BMW,25.75457623,3.098075138,241.0116965,4287.315085,7.481013568,8,Japan,2799.961184
Audi,36.04931908,2.807178823,389.0734298,3014.569897,16.65741794,8,USA,3807.852188
Audi,14.26372121,1.543244335,227.6901191,2912.247268,8.43480778,6,Japan,3883.233071
Toyota,36.31381218,4.806204297,462.3646685,2046.104056,12.89963395,6,Japan,3440.096575
Honda,49.97654903,4.703922802,150.6548502,2521.362894,11.77319541,6,Germany,3716.726157
Nissan,11.92848155,1.917818072,171.4079157,3237.072446,13.69416349,6,Japan,3979.978532
Audi,49.08696737,3.807429525,297.2120501,2467.515042,18.15732351,4,Germany,3422.162128
BMW,26.27631843,3.355926793,132.7753756,5943.433762,18.01621085,4,USA,3863.188965
BMW,44.83013801,1.974836382,178.3920739,3234.530594,11.76614108,8,Japan,3038.882125
Mercedes,41.29541936,5.422272908,477.5065529,2521.295787,5.230493761,6,Germany,3550.708654
Mercedes,32.68065044,2.35878355,490.5958645,2796.329251,11.39665709,6,Japan,2583.708199
Ford,39.53796837,1.76893672,250.5037317,4350.812913,14.09290306,6,Germany,3683.457333
Ford,45.14062245,3.879389518,469.3144084,2256.174095,13.36647139,4,Germany,3744.704717
Audi,26.16561287,4.455466709,317.9298703,5449.736521,14.77004159,8,Japan,3101.763155
Audi,23.08132646,1.629773784,207.8969863,5845.998717,7.311135987,4,USA,3458.432524
Chevrolet,36.70373542,4.134870555,380.9594884,2986.989683,14.69802648,8,Germany,3787.541654
BMW,42.31383768,3.629167504,363.5607226,3800.381074,7.739774281,8,USA,3825.412247
Toyota,40.49140539,1.913060036,495.6501276,2088.537804,16.25785971,4,Japan,2659.797286
Honda,41.91254595,2.190095508,206.018915,4562.840899,10.0863142,4,Japan,3741.23162
Honda,27.42333259,3.771897189,368.8238011,3655.704232,15.6484315,8,USA,2911.365028
Mercedes,42.71336865,2.685430454,120.809502,3080.233864,5.717983984,4,Japan,3590.960345
Honda,14.80836221,5.253262915,145.4584155,2827.348442,11.11790038,4,Germany,2987.74623
BMW,31.77956392,4.774960918,101.56735,4616.092311,15.57551783,8,USA,2584.494506
Ford,10.23034642,5.434268826,499.7842724,3664.868124,8.403057745,8,Japan,2814.806065
