Date,Car Model,Units Sold,Revenue
2022-06-28,Electric,2,100304.93124738109
2022-06-28,SUV,3,87098.31562743617
2022-06-28,Sedan,10,594368.7893519851
2022-06-28,Electric,1,38159.67627700948
2022-06-28,Sedan,6,155565.66135715845
2022-06-28,Electric,9,246764.39341867526
2022-06-28,Truck,5,322009.3375758112
2022-06-28,SUV,7,261101.32407496544
2022-06-28,Sedan,8,607437.5724271494
2022-06-28,Truck,2,50372.36560069223
2022-06-28,Sedan,7,550917.4073824814
2022-06-28,Truck,8,489167.2490945952
2022-06-28,Sedan,2,69301.93149562275
2022-06-28,Truck,8,391466.44562367094
2022-06-28,SUV,10,267417.240736251
2022-06-28,Truck,7,555831.2842142631
2022-06-28,Electric,3,190120.62176360836
2022-06-28,SUV,5,138975.8860783467
2022-06-28,Sedan,4,127259.56329709216
2022-06-28,SUV,5,309861.8738670591
2022-06-28,Truck,4,120153.57153160647
2022-06-28,Truck,9,476877.58031594066
2022-06-28,Electric,8,347094.6949476254
2022-06-28,SUV,8,324884.2337041199
2022-06-28,Truck,3,85084.75978363387
2022-06-28,Electric,8,314759.07639045565
2022-06-28,SUV,7,420253.237233583
2022-06-28,Electric,8,464939.05324398435
2022-06-28,Electric,8,449578.0488304604
2022-06-28,Sedan,9,318945.8505696072
2022-06-28,Electric,6,280897.75647689047
2022-06-28,Electric,9,677320.3111492442
2022-06-28,SUV,9,641344.3919589411
2022-06-28,Truck,9,211463.7910925609
2022-06-28,Electric,10,528042.1467542673
2022-06-28,Electric,8,341398.25229083974
2022-06-28,Electric,7,226488.25065547667
2022-06-28,Sedan,2,146094.1011393314
2022-06-28,SUV,4,110020.23197704967
2022-06-28,Sedan,1,64227.0656674033
2022-06-28,Truck,1,76045.27861374506
2022-06-28,SUV,7,404696.55659942434
2022-06-28,Sedan,5,280551.8829118107
2022-06-28,SUV,9,218978.52419426467
2022-06-28,Sedan,9,234270.74609281746
2022-06-28,Sedan,8,416760.40142086026
2022-06-28,Electric,2,89060.308528018
2022-06-28,Electric,1,22058.89320214386
2022-06-28,Sedan,7,496445.2976212206
2022-06-28,Sedan,8,549021.7715995042
2022-06-28,Electric,10,315839.23744167987
2022-06-28,SUV,9,227656.56125923348
2022-06-28,Truck,1,36106.543171393045
2022-06-28,Electric,7,493318.3135753137
2022-06-28,Sedan,8,455784.01146929694
2022-06-28,Truck,6,425711.0044562869
2022-06-28,Electric,8,381842.39780681045
2022-06-28,Sedan,5,390275.3538632643
2022-06-28,Truck,5,129179.72858234547
2022-06-28,Truck,9,585226.9023360024
2022-06-28,Truck,4,301289.6335383986
2022-06-28,Truck,4,96476.36202974661
2022-06-28,SUV,10,365810.16706470517
2022-06-28,SUV,4,141969.19551597725
2022-06-28,SUV,1,26499.231575534366
2022-06-28,Truck,1,22690.4022906331
2022-06-28,Sedan,10,755242.6005970628
2022-06-28,Sedan,2,48604.99323929973
2022-06-28,Electric,9,519591.6183585269
2022-06-28,SUV,10,374891.9577709865
2022-06-28,Electric,7,493835.1222202199
2022-06-28,SUV,10,574445.483249064
2022-06-28,Sedan,5,170933.58633397115
2022-06-28,Electric,6,274605.4340646747
2022-06-28,SUV,3,133167.31759854633
2022-06-28,Sedan,6,297700.9324176643
2022-06-28,SUV,9,532299.6703580933
2022-06-28,SUV,9,378650.29432167293
2022-06-28,Truck,8,392148.4796260723
2022-06-29,Truck,8,446838.66063480405
2022-06-29,Sedan,9,268299.1663426771
2022-06-29,Sedan,10,688448.4552725081
2022-06-29,Sedan,2,67383.91311165046
2022-06-29,Electric,8,395373.02190945705
2022-06-29,Electric,5,317348.9457664443
2022-06-29,SUV,7,265367.28557205066
2022-06-29,Truck,1,58607.921202438774
2022-06-29,Truck,9,235687.57804183848
2022-06-29,SUV,8,209008.76880877573
2022-06-29,Sedan,10,207916.1364765913
2022-06-29,Electric,5,206114.7550984496
2022-06-29,Sedan,6,287796.8803695625
2022-06-29,SUV,1,41073.693263462585
2022-06-29,Truck,2,53102.70815763846
2022-06-29,Truck,1,43446.12425827689
2022-06-29,Truck,3,137807.03913716227
2022-06-29,Electric,8,277296.2067866917
2022-06-29,Electric,6,130710.14050680945
2022-06-29,Truck,4,233843.3006693526
2022-06-29,Truck,7,242005.63984459196
2022-06-29,SUV,6,322989.0917627725
2022-06-29,Sedan,2,131118.41616136295
2022-06-29,SUV,10,670602.7061540033
2022-06-29,Truck,9,422447.2755642711
2022-06-29,SUV,2,138757.76828010392
2022-06-29,Truck,3,72682.61390475999
2022-06-29,Truck,10,605181.639908216
2022-06-29,SUV,6,285069.3426466775
2022-06-29,SUV,9,224633.52898448618
2022-06-29,Truck,6,172591.83272075377
2022-06-29,Sedan,7,428455.9541538485
2022-06-29,Sedan,10,379441.81247667735
2022-06-29,Sedan,7,510168.749915882
2022-06-29,Truck,10,382145.5599949877
2022-06-29,Sedan,10,308547.24697457504
2022-06-29,Electric,3,218581.7358925818
2022-06-29,Sedan,9,688099.5080717885
2022-06-29,Electric,6,242161.96638856764
2022-06-29,Electric,1,34143.17607315652
2022-06-29,Electric,5,360309.8953021315
2022-06-29,Truck,10,753969.9836377382
2022-06-29,Electric,7,218252.52939995742
2022-06-29,Truck,1,69311.14718520394
2022-06-29,Electric,8,569769.9746572428
2022-06-29,SUV,4,149278.98066707002
2022-06-29,Sedan,1,73966.4247793089
2022-06-29,Sedan,5,294452.08909427247
2022-06-29,Truck,6,213991.34873376382
2022-06-29,Sedan,2,156341.4076516226
2022-06-29,Electric,1,63426.53670394641
2022-06-29,Sedan,6,245565.53430587891
2022-06-29,Truck,8,388083.09952145175
2022-06-29,Truck,5,252826.66773813427
2022-06-29,Sedan,2,112474.08641081129
2022-06-29,Truck,6,330422.6571038861
2022-06-29,Electric,5,136340.45803678088
2022-06-29,Truck,3,147907.5318461878
2022-06-29,SUV,4,179298.6481656959
2022-06-29,Electric,8,271746.00143960747
2022-06-29,Truck,5,181364.95585948165
2022-06-29,Sedan,1,42169.78738317307
2022-06-29,Sedan,10,258635.6183483066
2022-06-29,Truck,2,105454.17484377648
2022-06-29,Sedan,5,214149.246623585
2022-06-29,Sedan,5,327636.4236512808
2022-06-29,SUV,7,260818.85218501397
2022-06-29,Electric,6,124653.3378958785
2022-06-29,Sedan,6,205640.4589769253
2022-06-29,Electric,6,308059.93835394434
2022-06-29,Electric,4,147607.48530553092
2022-06-29,Electric,10,770500.5449345033
2022-06-29,Truck,2,149000.46524745403
2022-06-29,Sedan,6,354559.8703010506
2022-06-29,Electric,1,52898.781553871944
2022-06-29,Sedan,8,449176.22064290487
2022-06-29,SUV,8,347672.5252658796
2022-06-29,Sedan,9,280777.0014552735
2022-06-29,Sedan,1,29150.121294053046
2022-06-29,Truck,4,228311.73830863257
2022-06-29,Truck,7,469711.6279480262
2022-06-29,SUV,9,615275.9785218262
2022-06-29,Sedan,3,201740.40801066576
2022-06-29,SUV,10,301846.6759736402
2022-06-29,SUV,8,352528.829668834
2022-06-30,Sedan,7,345411.0324048862
2022-06-30,Electric,2,126954.57940208532
2022-06-30,SUV,6,412778.1964324771
2022-06-30,Electric,6,293120.4112812256
2022-06-30,Electric,3,118679.58785947967
2022-06-30,Sedan,6,444536.5326647563
2022-06-30,Electric,10,430219.48004523583
2022-06-30,Sedan,5,129364.13739886164
2022-06-30,Truck,8,627023.4804469857
2022-06-30,SUV,7,473901.2522025907
2022-06-30,Sedan,5,240729.18230284215
2022-06-30,Electric,9,398597.1332339468
2022-06-30,SUV,3,116152.63969464634
2022-06-30,SUV,10,612209.4656685439
2022-06-30,SUV,1,78288.24579402665
2022-06-30,Truck,9,318179.70541405666
2022-06-30,Truck,10,726747.9670973818
2022-06-30,Sedan,4,234761.54367909825
2022-06-30,SUV,5,252602.89746205957
2022-06-30,Sedan,3,64914.50761498774
2022-06-30,Truck,7,192089.11384920668
2022-06-30,Electric,8,598251.9296673071
2022-06-30,SUV,8,337167.1880263316
2022-06-30,Electric,3,128640.31263100824
2022-06-30,SUV,10,271899.6163475427
2022-06-30,Truck,1,52286.740214692094
2022-06-30,Truck,10,269652.374126782
2022-06-30,Truck,2,120017.59253508339
2022-06-30,Sedan,1,25038.032581353666
2022-06-30,SUV,9,380828.3613137294
2022-06-30,SUV,6,337158.87172267743
2022-06-30,SUV,2,40811.93203493034
2022-06-30,Electric,6,334358.6525773879
2022-06-30,Sedan,6,316385.0808539614
2022-06-30,Sedan,2,124659.99333609277
2022-06-30,Truck,8,392648.7790739669
2022-06-30,Electric,5,116415.8286049384
2022-06-30,Truck,8,533981.7055204619
2022-06-30,Sedan,10,355470.8442581486
2022-06-30,Electric,10,506424.7976534404
2022-06-30,Sedan,5,193331.48134769907
2022-06-30,Sedan,7,205243.17502211517
2022-06-30,SUV,4,111575.03710636172
2022-06-30,SUV,9,612993.8447910788
2022-06-30,Electric,8,359682.00878069
2022-06-30,Truck,5,153250.52169189838
2022-06-30,Sedan,6,475411.1113520132
2022-06-30,Electric,10,652084.9347650021
2022-06-30,Sedan,4,87949.70799747713
2022-06-30,Truck,5,274365.1052153764
2022-06-30,Sedan,10,610408.1642595894
2022-06-30,Truck,3,224667.745823225
2022-06-30,Truck,6,433919.92810186656
2022-06-30,Electric,5,246052.83865645903
2022-06-30,Truck,4,138478.11599576045
2022-07-01,SUV,7,460278.02666041174
2022-07-01,SUV,3,85700.07385003136
2022-07-01,SUV,1,30650.908019003553
2022-07-01,Sedan,10,244822.28208410664
2022-07-01,Electric,1,77591.09348736341
2022-07-01,SUV,3,226223.4591625996
2022-07-01,Truck,1,49797.5954586064
2022-07-01,Truck,8,499686.567982527
2022-07-01,SUV,2,137857.9161993151
2022-07-01,Sedan,5,168851.98244381382
2022-07-01,Truck,5,360830.9530258457
2022-07-01,Truck,3,167325.31045887494
2022-07-01,Truck,3,64942.46661843951
2022-07-01,SUV,2,47959.611242512576
2022-07-01,Truck,7,432085.92641643
2022-07-01,Truck,3,159497.23858560872
2022-07-01,Truck,2,136766.0268414673
2022-07-01,Sedan,4,128470.9447532385
2022-07-01,Electric,4,279291.0050620982
2022-07-01,Electric,2,159461.41944041266
2022-07-01,Electric,5,140500.94029083647
2022-07-01,Truck,3,193544.37246389067
2022-07-01,SUV,5,242833.1681802585
2022-07-01,Electric,3,168323.09275027402
2022-07-01,Truck,2,73655.26594516048
2022-07-01,Electric,8,554007.6740622816
2022-07-01,SUV,9,644726.5731858186
2022-07-01,SUV,9,454466.57620895974
2022-07-01,Truck,7,206141.58378745476
2022-07-01,Truck,10,410804.69628311344
2022-07-01,Electric,7,373017.54656027385
2022-07-01,Sedan,8,416800.3223454874
2022-07-01,SUV,4,204555.7156497686
2022-07-01,SUV,1,43228.74902095231
2022-07-01,Sedan,2,122918.54018972223
2022-07-01,SUV,2,109085.51728664683
2022-07-01,Truck,2,40511.73125826046
2022-07-01,Sedan,4,281728.278939996
2022-07-01,Sedan,4,103658.15838280591
2022-07-01,Truck,3,74905.4038523593
2022-07-01,SUV,6,406065.03517735127
2022-07-01,Electric,4,208436.42005001655
2022-07-01,Truck,10,778548.9118919985
2022-07-01,Truck,5,327704.4217312919
2022-07-01,SUV,7,483083.82540291076
2022-07-01,Sedan,7,340333.12360646395
2022-07-01,Sedan,2,139859.20059545495
2022-07-01,Truck,5,226341.28970901293
2022-07-01,Sedan,5,230372.22757224267
2022-07-01,SUV,9,325524.0265502174
2022-07-01,Sedan,3,206451.92754062344
2022-07-01,SUV,3,119479.20692566653
2022-07-01,Truck,3,129934.85820610407
2022-07-01,Electric,9,570152.0909507656
2022-07-01,Electric,2,97128.39519127482
2022-07-01,Truck,10,640414.6270907652
2022-07-01,Sedan,6,144840.7281034679
2022-07-01,Sedan,4,188536.42505310947
2022-07-01,Electric,1,64804.36557159967
2022-07-01,Sedan,4,243347.73675331374
2022-07-01,Sedan,1,66175.09672093243
2022-07-01,Electric,10,250172.0617531342
2022-07-01,Sedan,5,221969.25350451987
2022-07-01,SUV,5,323706.0497217188
2022-07-01,Electric,8,587041.5090819362
2022-07-01,SUV,4,263456.51516103995
2022-07-01,SUV,4,181911.4231911542
2022-07-01,Sedan,1,35799.089617309866
2022-07-01,Truck,7,253894.82473138085
2022-07-01,Sedan,10,435341.4113585383
2022-07-01,SUV,7,197998.3689603506
2022-07-01,Sedan,4,284221.2771333365
2022-07-01,Electric,9,211618.6406027395
2022-07-01,Electric,10,599852.4083771027
2022-07-02,Electric,9,230625.71764558437
2022-07-02,SUV,5,252320.85381607054
2022-07-02,Electric,9,441035.00775517884
2022-07-02,Electric,4,186959.23396963876
2022-07-02,SUV,6,392595.39705103415
2022-07-02,SUV,9,521018.70954090345
2022-07-02,Sedan,6,191692.08172845992
2022-07-02,Truck,8,317142.7971775902
2022-07-02,Electric,4,277820.0612160086
2022-07-02,Electric,3,61634.12217585499
2022-07-02,Sedan,9,510394.0721682204
2022-07-02,Sedan,6,417946.5450960439
2022-07-02,Electric,3,138307.06125622988
2022-07-02,Truck,8,456316.11840670946
2022-07-02,Electric,8,318289.107653004
2022-07-02,Electric,9,688130.6604135159
2022-07-02,Electric,6,197515.99763878807
2022-07-02,SUV,4,83855.95175484597
2022-07-02,Electric,4,304807.32291559037
2022-07-02,Electric,6,401131.8982739717
2022-07-02,Electric,3,146755.19563576076
2022-07-02,Sedan,10,351964.3054501297
2022-07-02,Truck,6,275154.85138784547
2022-07-02,SUV,10,201834.57376711044
2022-07-02,SUV,10,524127.86559538404
2022-07-02,Truck,7,394010.51300614816
2022-07-02,SUV,4,120081.30592890942
2022-07-02,Electric,4,132959.19030519717
2022-07-02,Truck,7,439341.932493387
2022-07-02,SUV,7,545062.7818447031
2022-07-02,Sedan,7,230062.33222861608
2022-07-02,Truck,7,394747.88332082424
2022-07-02,SUV,1,42670.99339169444
2022-07-02,Sedan,6,284177.21866394556
2022-07-02,Truck,10,442157.922048587
2022-07-02,Electric,8,254427.09950723886
2022-07-02,Truck,9,199516.66630714596
2022-07-02,Sedan,1,57560.59436029841
2022-07-02,Electric,10,510237.8213642216
2022-07-02,Truck,9,591998.1394330256
2022-07-02,Electric,4,286137.2649943782
2022-07-02,SUV,2,102964.60920848676
2022-07-02,SUV,6,152110.67200571424
2022-07-02,Sedan,7,272548.68519871775
2022-07-02,Truck,8,596369.4910978843
2022-07-02,Electric,6,264152.4526097489
2022-07-02,Truck,2,130594.1118003359
2022-07-02,Electric,1,39827.74688577525
2022-07-02,Electric,7,489615.2041206041
2022-07-02,Electric,10,653714.6356593873
2022-07-02,SUV,10,763518.2621739003
2022-07-02,Electric,8,516164.3009727114
2022-07-02,Sedan,6,361703.94562513434
2022-07-02,SUV,2,123125.80795484432
2022-07-02,SUV,3,149249.33514709387
2022-07-02,Truck,5,277570.4682951319
2022-07-02,Electric,1,28285.562296432945
2022-07-02,Truck,7,557456.4606708616
2022-07-02,Sedan,9,666016.7326263813
2022-07-02,Electric,10,656744.3562869991
2022-07-02,Truck,8,388872.62247185665
2022-07-02,Electric,7,230239.2292393888
2022-07-02,Electric,9,291392.0686815953
2022-07-02,Sedan,5,195894.18758143918
2022-07-02,Truck,9,602527.4217872459
2022-07-02,Sedan,2,147323.39790022187
2022-07-02,Electric,7,461467.79080962186
2022-07-02,SUV,6,182837.6285517697
2022-07-02,SUV,3,156726.53994746436
2022-07-02,Electric,1,33605.53679138167
2022-07-02,SUV,2,44241.5226085026
2022-07-02,Electric,9,600148.9469248623
2022-07-02,Electric,10,412471.9192694154
2022-07-02,Electric,4,262674.5108912663
2022-07-02,Electric,4,98821.29216434166
2022-07-02,Truck,4,95247.65812952213
2022-07-02,Sedan,6,368441.01926731877
2022-07-02,SUV,5,296242.15542276687
2022-07-02,Electric,1,67450.66730154521
2022-07-02,Electric,1,24048.55744681042
2022-07-02,Sedan,3,96977.78310087539
2022-07-02,Truck,8,200548.90647224727
2022-07-02,Truck,7,240333.26971451714
2022-07-02,Sedan,8,390731.78643319535
2022-07-02,Truck,10,667923.6897181463
2022-07-02,Truck,6,177802.90656046392
2022-07-02,Sedan,8,355304.0425750386
2022-07-02,Truck,3,115141.49107760735
2022-07-02,SUV,10,723976.0144108967
2022-07-03,SUV,10,266733.7176607166
2022-07-03,Truck,6,453847.4906372046
2022-07-03,Truck,7,312434.1629849212
2022-07-03,Sedan,1,34531.11633504145
2022-07-03,Truck,9,682021.6254723835
2022-07-03,Sedan,3,109286.53947008293
2022-07-03,SUV,10,424918.0050941388
2022-07-03,Electric,5,289067.84664711903
2022-07-03,Electric,8,376976.1778172966
2022-07-03,Electric,3,94923.6346797329
2022-07-03,Truck,2,120323.59398614496
2022-07-03,Sedan,3,103655.41040569532
2022-07-03,Electric,3,132181.49936884237
2022-07-03,Truck,2,105670.66127047937
2022-07-03,SUV,3,89552.45313254307
2022-07-03,SUV,7,163126.48743467164
2022-07-03,Electric,8,217424.51284420356
2022-07-03,Sedan,3,101889.10483602635
2022-07-03,Electric,8,446876.20346826245
2022-07-03,Sedan,4,187761.5885743858
2022-07-03,SUV,6,388615.00428800524
2022-07-03,SUV,4,225962.0814520216
2022-07-03,Truck,3,69742.54647935915
2022-07-03,Truck,6,476688.4932783118
2022-07-03,Sedan,2,112989.91811809408
2022-07-03,Sedan,4,105090.04396896681
2022-07-03,Electric,1,54044.77780839885
2022-07-03,SUV,9,550452.3335610391
2022-07-03,Electric,4,207888.08812661428
2022-07-03,Sedan,2,100143.5443109014
2022-07-03,Truck,8,396764.1265272139
2022-07-03,Electric,9,318311.9208793074
2022-07-03,Truck,5,350662.9841719889
2022-07-03,Truck,2,155788.46136962206
2022-07-03,Sedan,2,89917.13562474248
2022-07-03,Sedan,9,305727.8658794344
2022-07-03,Electric,2,103217.18527100718
2022-07-03,Sedan,8,266650.17936412594
2022-07-03,Electric,7,426363.18920790014
2022-07-03,Electric,7,294844.1193763984
2022-07-03,Truck,2,84271.33371128209
2022-07-03,SUV,8,404401.98769705003
2022-07-03,SUV,4,268933.47796359006
2022-07-03,Truck,2,65991.93465349425
2022-07-03,SUV,9,705113.6281471892
2022-07-03,Sedan,6,215712.7571596788
2022-07-03,Sedan,1,43636.83658857648
2022-07-03,Electric,9,642193.6929341992
2022-07-03,Sedan,10,717098.0349721513
2022-07-03,Truck,2,43165.56754167762
2022-07-03,Sedan,8,187330.48412628844
2022-07-03,Sedan,3,103033.2433830006
2022-07-03,Electric,2,89592.04164546385
2022-07-03,Electric,5,170664.5711051287
2022-07-03,Truck,7,393022.6177541009
2022-07-03,Electric,5,208831.217664945
2022-07-03,Electric,5,109493.55099657305
2022-07-03,SUV,9,310278.60923121544
2022-07-03,SUV,2,63894.211274303176
2022-07-03,Truck,7,411700.821008606
2022-07-03,Electric,6,459435.66206483374
2022-07-03,Sedan,9,323156.0250454429
2022-07-03,Sedan,9,287122.76548098115
2022-07-03,SUV,2,97016.81303564832
2022-07-03,Sedan,2,60638.70433115207
2022-07-03,Sedan,4,142072.00289624935
2022-07-03,Sedan,2,91284.34224476869
2022-07-03,SUV,1,27622.467491251206
2022-07-03,Truck,2,74418.71386390913
2022-07-03,SUV,6,125385.15709335456
2022-07-03,Electric,1,52672.27679679038
2022-07-03,Truck,8,449048.0868865913
2022-07-03,Electric,2,93303.59010469532
2022-07-03,Truck,6,194022.62924748825
2022-07-03,Sedan,8,563662.8960019564
2022-07-03,SUV,7,302109.1949440486
2022-07-03,Electric,2,97141.5468025518
2022-07-03,SUV,3,135771.46001683964
2022-07-03,SUV,10,796238.8577132309
2022-07-03,Sedan,5,358002.66866634064
2022-07-03,SUV,8,272528.3675253578
2022-07-03,Truck,10,462961.12530204415
2022-07-03,Sedan,1,33976.07459431057
2022-07-03,Truck,10,652113.4331378419
2022-07-03,Electric,2,97753.08059104453
2022-07-03,Truck,7,231297.6152351268
2022-07-03,Truck,1,51174.18607694171
2022-07-03,Sedan,8,174932.36546390344
2022-07-03,Truck,2,85981.04476025005
2022-07-03,Electric,5,159414.87104906337
2022-07-03,Truck,2,145633.3440559483
2022-07-03,Sedan,6,295148.948538017
2022-07-03,Sedan,5,103058.8472339294
2022-07-03,Sedan,10,486575.6819027894
2022-07-03,Truck,2,97746.2149912906
2022-07-03,Electric,1,54701.26570809279
2022-07-03,Truck,2,76679.67405309918
2022-07-03,SUV,8,584398.3722554552
2022-07-03,Truck,1,76117.68597860754
2022-07-04,Electric,2,100407.24035382966
2022-07-04,Electric,9,221654.92800382158
2022-07-04,Sedan,2,110611.33062759576
2022-07-04,SUV,6,136984.08786932175
2022-07-04,Sedan,2,156006.55790632602
2022-07-04,Sedan,3,217191.308377045
2022-07-04,SUV,7,554310.8736317415
2022-07-04,Electric,3,161387.7087648456
2022-07-04,SUV,5,323023.2045183963
2022-07-04,SUV,8,286252.12152666785
2022-07-04,Sedan,3,239708.67920850555
2022-07-04,Truck,5,362700.88076467847
2022-07-04,SUV,1,78846.81383302175
2022-07-04,SUV,3,207307.27938938927
2022-07-04,Sedan,3,142487.93818131322
2022-07-04,Truck,2,115464.69107518291
2022-07-04,SUV,7,393733.10523460567
2022-07-04,SUV,7,297747.9959323934
2022-07-04,Truck,3,101189.59449351758
2022-07-04,Electric,10,444786.48028920905
2022-07-04,Electric,7,407172.68394602113
2022-07-04,Sedan,4,100120.00031590996
2022-07-04,Electric,9,519333.3773438021
2022-07-04,Electric,2,107019.53580948112
2022-07-04,Sedan,6,398983.2492747014
2022-07-04,Truck,4,283525.6383435945
2022-07-04,Electric,4,131315.75452087197
2022-07-04,Sedan,6,140357.8127814879
2022-07-04,SUV,5,369957.754664238
2022-07-04,SUV,2,75155.49202462944
2022-07-04,SUV,3,179567.25165480425
2022-07-04,Sedan,5,110378.00101799775
2022-07-04,Truck,8,179201.67200896813
2022-07-04,Truck,4,284246.4115704532
2022-07-04,SUV,4,93838.78205092445
2022-07-04,Electric,8,453418.67301687103
2022-07-04,SUV,10,283285.9928542039
2022-07-04,Truck,3,91290.7437842389
2022-07-04,Electric,8,402990.4947701407
2022-07-04,SUV,10,350300.1203095989
2022-07-04,Sedan,4,150848.70052155812
2022-07-04,Truck,1,47135.69670458182
2022-07-04,SUV,7,350387.6959247158
2022-07-04,SUV,4,97990.87465470072
2022-07-04,Electric,6,130467.22189195221
2022-07-04,Electric,1,58228.096834840246
2022-07-04,Truck,7,172123.37845876586
2022-07-04,SUV,8,247385.0613431107
2022-07-04,Electric,8,213506.85282198005
2022-07-04,Truck,4,220750.262829694
2022-07-04,Truck,6,279334.1955433632
2022-07-04,Truck,6,159777.92976022582
2022-07-04,Sedan,2,60917.09097966287
2022-07-04,SUV,1,64184.95347224693
2022-07-04,SUV,6,415146.9163215855
2022-07-04,Sedan,3,182367.84346735134
2022-07-04,Sedan,2,105634.69972578197
2022-07-04,SUV,8,528233.9489236823
2022-07-04,Sedan,6,436688.90794853837
2022-07-04,Truck,8,622412.0974554437
2022-07-04,Truck,1,61771.800416577054
2022-07-04,Truck,5,197284.08196861797
2022-07-04,Electric,3,215609.12850335485
2022-07-04,Electric,5,267683.4009579335
2022-07-04,SUV,1,50251.297421480536
2022-07-04,SUV,3,226614.0773225129
2022-07-04,Sedan,10,554159.5147429595
2022-07-04,SUV,5,359369.4112261114
2022-07-04,Truck,3,204597.12437850336
2022-07-04,Sedan,3,112498.72106072072
2022-07-04,SUV,8,165081.64078377318
2022-07-04,Sedan,6,377099.8673267209
2022-07-04,Truck,9,555054.580443995
2022-07-04,SUV,5,172161.42750218336
2022-07-04,Truck,2,124962.31378031924
2022-07-04,Truck,9,563232.7414968989
2022-07-04,Electric,7,553173.7123439932
2022-07-04,Truck,2,144210.44083657122
2022-07-04,Truck,7,233180.3242914189
2022-07-04,SUV,7,238572.2491977889
2022-07-04,Truck,9,534839.4264174907
2022-07-04,Sedan,3,230910.34694135044
2022-07-04,Sedan,9,338952.3016173608
2022-07-04,SUV,9,293873.1697285193
2022-07-04,Sedan,4,128284.88894012618
2022-07-04,Truck,5,397128.08770394314
2022-07-04,Sedan,4,301616.5004772494
2022-07-04,Sedan,10,594456.8932327555
2022-07-04,Sedan,2,154792.74255159553
2022-07-04,Truck,1,62051.9182852177
2022-07-04,Sedan,7,404552.57306460186
2022-07-04,SUV,3,156901.62175721623
2022-07-04,SUV,10,617323.8799172199
2022-07-04,Electric,9,499798.40464499453
2022-07-04,Sedan,5,129272.09917579967
2022-07-04,Electric,8,221271.09830826585
2022-07-04,Truck,10,789011.1000697961
2022-07-05,Electric,7,426196.8404099394
2022-07-05,Truck,7,524128.9033271508
2022-07-05,Sedan,2,55592.443726135534
2022-07-05,Electric,8,405469.8448879645
2022-07-05,Truck,4,301451.60559911357
2022-07-05,Electric,9,408285.43954026577
2022-07-05,SUV,8,506319.57853903424
2022-07-05,Sedan,6,450478.4419178788
2022-07-05,Electric,1,72130.0833568396
2022-07-05,Truck,7,165334.62838802705
2022-07-05,Sedan,1,67595.60248621125
2022-07-05,SUV,4,173274.0230836309
2022-07-05,Truck,3,96171.27006319622
2022-07-05,Sedan,3,202106.96126744722
2022-07-05,Truck,7,164408.3502580776
2022-07-05,SUV,8,384015.7692336795
2022-07-05,SUV,8,455059.36907679564
2022-07-05,Sedan,4,97960.99549032835
2022-07-05,Truck,8,294689.810379336
2022-07-05,Sedan,9,641881.2364946133
2022-07-05,Electric,10,758905.0885213028
2022-07-05,SUV,2,120119.41879880306
2022-07-05,Truck,6,199182.36484670374
2022-07-05,Electric,10,357608.6261080323
2022-07-05,Sedan,3,70174.27972918624
2022-07-05,Sedan,10,324456.45931882516
2022-07-05,SUV,5,110428.71220414413
2022-07-05,Truck,3,72982.02788300157
2022-07-05,Truck,10,231402.01882485504
2022-07-05,Sedan,5,149767.36244493217
2022-07-05,Truck,6,443805.1932949866
2022-07-05,Electric,1,63775.20017389793
2022-07-05,Sedan,7,475044.77285641246
2022-07-05,SUV,6,398618.29473573575
2022-07-05,Electric,3,97706.56412890734
2022-07-05,SUV,4,299768.0071078347
2022-07-05,Electric,7,379724.49489378865
2022-07-05,SUV,6,185257.09347693773
2022-07-05,Electric,5,333965.28330722207
2022-07-05,Sedan,5,398982.5523983233
2022-07-05,Truck,5,286299.5447615622
2022-07-05,Truck,8,381187.39733670617
2022-07-05,Truck,9,494823.20327346056
2022-07-05,Electric,3,87217.70564301946
2022-07-05,SUV,1,62721.01093128234
2022-07-05,Sedan,10,723626.6856277845
2022-07-05,Truck,4,129178.61544615356
2022-07-05,Truck,6,217372.22233576342
2022-07-05,SUV,6,202561.8181041286
2022-07-05,Sedan,8,589618.3382929444
2022-07-05,Electric,8,611223.1172225804
2022-07-05,Truck,4,272354.22154178494
2022-07-05,Electric,6,420473.7511704644
2022-07-05,Sedan,4,144124.7867369245
2022-07-05,Truck,9,233041.28528683027
2022-07-05,Sedan,10,417710.7727238335
2022-07-05,Sedan,5,367394.4266258674
2022-07-05,Electric,7,536088.6499009538
2022-07-05,SUV,8,222150.03582174674
2022-07-05,Electric,5,180702.1674428925
2022-07-05,Sedan,5,221217.77391808995
2022-07-05,SUV,5,114212.89356363489
2022-07-05,Truck,1,26452.089253813203
2022-07-05,Truck,2,102034.68583432405
2022-07-05,Sedan,6,193774.6257255587
2022-07-05,SUV,8,303883.06916132785
2022-07-05,Electric,2,62713.46877572161
2022-07-05,Truck,4,168769.7825703372
2022-07-05,SUV,8,539807.5962259455
2022-07-05,SUV,10,291067.6986002763
2022-07-05,SUV,6,135827.20495235332
2022-07-05,Sedan,2,83064.02367491912
2022-07-05,Electric,2,75821.2687202371
2022-07-05,Truck,7,542814.7054065319
2022-07-05,Truck,4,290317.77077131846
2022-07-05,SUV,10,597480.9246454779
2022-07-05,Sedan,7,389478.4196341577
2022-07-05,Electric,1,68092.63704939425
2022-07-05,Electric,10,584017.0260182874
2022-07-05,Electric,8,316380.7809300484
